,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
7772,130005009.0,Thursday,No,2013-01-03T10:35:00.000,InvPer,"[-71.097702, 42.348699]",Point,InvPer,1,UNK   ,622,D4,Day,No,BEACON ST,Part Three,Unarmed,764916.1761,,2952351.106,2013
11962,130122147.0,Thursday,No,2013-01-03T13:35:00.000,InvPer,"[-71.11996, 42.273791]",Point,InvPer,1,IVPER ,498,E18,Day,No,HYDE PARK AV,Part Three,Unarmed,759021.1748,,2925026.064,2013
32579,130006978.0,Thursday,No,2013-01-03T07:35:00.000,InvPer,"[-71.03511, 42.380531]",Point,InvPer,1,IVPER ,0,A7,Day,No,WHITE ST,Part Three,Unarmed,781772.8403,,2964037.6010000003,2013
80142,130006140.0,Thursday,No,2013-01-03T20:40:00.000,InvPer,"[-71.08893, 42.343806]",Point,InvPer,1,IVPER ,619,D4,First,No,WESTLAND AV,Part Three,Unarmed,767296.1359,,2950579.599,2013
86178,130005753.0,Thursday,No,2013-01-03T16:42:00.000,InvPer,"[-71.089535, 42.329491]",Point,InvPer,1,IVPER ,292,B2,First,No,DUDLEY ST,Part Three,Unarmed,767157.6844,,2945362.165,2013
87055,130004310.0,Thursday,No,2013-01-03T01:00:00.000,InvPer,"[-71.080471, 42.322391]",Point,InvPer,1,DVIP  ,296,B2,Last,No,COPELAND ST,Part Three,Unarmed,769621.2376,,2942786.6739999996,2013
90219,130005296.0,Thursday,No,2013-01-03T13:15:00.000,InvPer,"[-71.122558, 42.289692]",Point,InvPer,1,IVPER ,563,E5,Day,No,GRANFIELD AV,Part Three,Unarmed,758292.2559999999,,2930817.442,2013
109230,130647020.0,Thursday,No,2013-01-03T19:53:00.000,InvPer,"[-71.13681, 42.349776]",Point,InvPer,1,IVPER ,795,D14,First,No,ALLSTON ST,Part three,Unarmed,754342.9998,,2952696.438,2013
118460,140005147.0,Thursday,No,2013-01-03T15:45:00.000,InvPer,"[-71.07161, 42.314756]",Point,InvPer,1,THREAT,260,B2,Day,No,MAGNOLIA ST,Part three,Unarmed,772031.5819,,2940016.318,2013
137597,130005574.0,Thursday,No,2013-01-03T15:05:00.000,InvPer,"[-71.05622, 42.295151]",Point,InvPer,1,INVCHD,364,C11,Day,No,ADAMS ST,Part Three,Unarmed,776231.1809,CENTRE ST,2932893.2430000002,2013
138478,130005285.0,Thursday,No,2013-01-03T11:06:00.000,InvPer,"[-71.073304, 42.292786]",Point,InvPer,1,CD10  ,0,B3,Day,No,DUNLAP ST,Part Three,Unarmed,771613.2261,,2932007.611,2013
183629,130011302.0,Thursday,No,2013-01-03T12:00:00.000,InvPer,"[-71.08387, 42.290756]",Point,InvPer,1,HARPT ,440,B3,Day,No,WESTVIEW ST,Part Three,Unarmed,768758.3689,,2931253.932,2013
206892,130010153.0,Thursday,No,2013-01-03T12:00:00.000,InvPer,"[-71.06403, 42.286681]",Point,InvPer,1,HARPT ,817,C11,Day,No,DORCHESTER AV,Part Three,Unarmed,774133.9864,,2929795.7569999998,2013
221601,130006124.0,Thursday,No,2013-01-03T20:11:00.000,InvPer,"[-71.089151, 42.311211]",Point,InvPer,1,PKNIFE,317,B2,First,No,HOMESTEAD ST,Part Three,Unarmed,767293.447,,2938701.003,2013
228136,130009651.0,Thursday,No,2013-01-03T23:20:00.000,InvPer,"[-71.005729, 42.389414]",Point,InvPer,1,IVPER ,7,A7,First,No,GLADSTONE ST,Part Three,Unarmed,789692.1085,,2967319.409,2013
236817,130005768.0,Thursday,No,2013-01-03T13:00:00.000,InvPer,"[0, 0]",Point,InvPer,1,SSTOP ,904,B2,Day,No,KEEGAN ST,Part Three,Unarmed,,,,2013
