,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
5158,142059956.0,Tuesday,No,2014-12-23T01:55:00.000,PersLoc,"[-71.06577, 42.302076]",Point,PersLoc,12,IVPER,0,C11,Last,No,RIDGEWOOD ST,Other,Unarmed,773634.6072,,2935403.522,2014
73938,142060203.0,Tuesday,No,2014-12-23T10:46:00.000,PersLoc,"[-71.077185, 42.296021]",Point,PersLoc,12,MISSIN,0,B3,Day,No,ATHELWOLD ST,Other,Unarmed,770557.5917,,2933181.47,2014
97830,142059962.0,Tuesday,No,2014-12-23T02:30:00.000,PersLoc,"[-71.05732, 42.356026]",Point,PersLoc,12,IVPER,0,A1,Last,No,DEVONSHIRE ST,Other,Unarmed,775818.447,,2955075.561,2014
111954,142060183.0,Tuesday,No,2014-12-23T19:30:00.000,PersLoc,"[-71.085816, 42.30968]",Point,PersLoc,12,IVPER,0,B2,First,No,CHENEY ST,Other,Unarmed,768198.1833,,2938147.32,2014
153359,142060285.0,Tuesday,No,2014-12-23T09:00:00.000,PersLoc,"[-71.04119, 42.320111]",Point,PersLoc,12,IVPER,0,C6,Day,No,N POINT DR,Other,Unarmed,780248.572,,2942010.5539999995,2014
173610,142060212.0,Tuesday,No,2014-12-23T07:50:00.000,PersLoc,"[-71.092001, 42.278561]",Point,PersLoc,12,IVPER,0,B3,Day,No,FESSENDEN ST,Other,Unarmed,766579.5337,,2926799.047,2014
193413,142060127.0,Tuesday,No,2014-12-23T16:39:00.000,PersLoc,"[-71.093283, 42.316332]",Point,PersLoc,12,IVPER,0,B2,First,No,WALNUT AV,Other,Unarmed,766167.0440000001,,2940561.7989999996,2014
201604,142061036.0,Tuesday,No,2014-12-23T05:00:00.000,PersLoc,"[-71.113855, 42.261701]",Point,PersLoc,12,IVPER,0,E18,Last,No,HUNTINGTON AV,Other,Unarmed,760693.3729,,2920627.725,2014
224573,142060138.0,Tuesday,No,2014-12-23T18:29:00.000,PersLoc,"[-71.090195, 42.294891]",Point,PersLoc,12,IVPER,0,B3,First,No,FRANKLIN HILL AV,Other,Unarmed,767039.7998,,2932752.503,2014
246097,142060268.0,Tuesday,No,2014-12-23T15:00:00.000,PersLoc,"[-71.04119, 42.320111]",Point,PersLoc,12,IVPER,0,C6,Day,No,N POINT DR,Other,Unarmed,780248.572,,2942010.5539999995,2014
