,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4273,142051902.0,Monday,No,2014-11-24T14:00:00.000,OTHER LARCENY,"[-71.07133, 42.344121]",Point,06xx,11,LARCEN,0,D4,Day,No,TREMONT ST,Part One,Unarmed,772053.531,,2950717.812,2014
16513,142056197.0,Monday,No,2014-11-24T19:50:00.000,OTHER LARCENY,"[-71.13799, 42.362826]",Point,06xx,11,LARCEN,0,D14,First,No,WESTERN AV,Part One,Unarmed,754003.8453,,2957450.773,2014
21838,142051987.0,Monday,No,2014-11-24T19:30:00.000,OTHER LARCENY,"[-71.057141, 42.361472]",Point,06xx,11,LARCEN,0,A1,First,No,UNION ST,Part One,Other,775856.5178,,2957060.42,2014
23877,142051936.0,Monday,No,2014-11-24T17:47:00.000,OTHER LARCENY,"[-71.076399, 42.333996]",Point,06xx,11,ARREST,0,D4,First,No,HARRISON AV,Part One,Unarmed,770701.3598,,2947021.0810000002,2014
39724,142054191.0,Monday,No,2014-11-24T12:00:00.000,OTHER LARCENY,"[-71.12167, 42.257471]",Point,06xx,11,LARCEN,0,E18,Day,No,EVERETT ST,Part One,Unarmed,758584.7613,,2919076.7789999996,2014
43136,142051822.0,Monday,No,2014-11-24T13:00:00.000,OTHER LARCENY,"[-71.050313, 42.319287]",Point,06xx,11,LARCEN,0,C6,Day,No,MORRISSEY BL,Part One,Unarmed,777782.6826,,2941696.88,2014
50637,142051967.0,Monday,No,2014-11-24T20:01:00.000,OTHER LARCENY,"[-71.010615, 42.385781]",Point,06xx,11,ROBBER,0,A7,First,No,TRIDENT ST,Part One,Unarmed,788379.9593,,2965987.827,2014
56829,142054347.0,Monday,No,2014-11-24T09:00:00.000,OTHER LARCENY,"[-71.067269, 42.364433]",Point,06xx,11,LARCEN,0,A1,Day,No,BLOSSOM CT,Part One,Unarmed,773113.7195,,2958125.16,2014
60490,142052208.0,Monday,No,2014-11-24T14:45:00.000,OTHER LARCENY,"[-71.07251, 42.352266]",Point,06xx,11,LARCEN,0,D4,Day,No,NEWBURY ST,Part One,Unarmed,771719.655,BERKELEY ST,2953684.403,2014
68022,142054300.0,Monday,No,2014-11-24T10:00:00.000,OTHER LARCENY,"[-71.145297, 42.349864]",Point,06xx,11,LARCEN,0,D14,Day,No,WARREN ST,Part One,Unarmed,752048.4758,,2952718.7569999998,2014
79360,142051882.0,Monday,No,2014-11-24T13:00:00.000,OTHER LARCENY,"[-71.06387, 42.348356]",Point,06xx,11,LARCEN,0,A1,Day,No,OAK ST,Part One,Unarmed,774062.3599,,2952271.348,2014
113636,142051897.0,Monday,No,2014-11-24T14:05:00.000,OTHER LARCENY,"[-71.09095, 42.285451]",Point,06xx,11,LARCEN,0,B3,Day,No,BLUE HILL AV,Part One,Unarmed,766852.0318,,2929311.4460000005,2014
123285,142060516.0,Monday,No,2014-11-24T14:00:00.000,OTHER LARCENY,"[-71.076399, 42.333996]",Point,06xx,11,LARCEN,0,D4,Day,No,HARRISON AV,Part One,Unarmed,770701.3598,,2947021.0810000002,2014
125433,142051961.0,Monday,No,2014-11-24T18:33:00.000,OTHER LARCENY,"[-71.08257, 42.348656]",Point,06xx,11,LARCEN,0,D4,First,No,BOYLSTON ST,Part One,Unarmed,769006.8448,,2952355.38,2014
129366,142052148.0,Monday,No,2014-11-24T13:37:00.000,OTHER LARCENY,"[-71.078815, 42.350571]",Point,06xx,11,LARCEN,0,D4,Day,No,NEWBURY ST,Part One,Unarmed,770018.4438,,2953058.235,2014
135192,142051766.0,Monday,No,2014-11-24T10:08:00.000,OTHER LARCENY,"[-71.122665, 42.352056]",Point,06xx,11,IVPER,0,D14,Day,No,COMMONWEALTH AV,Part One,Unarmed,758162.9245,BABCOCK ST,2953543.914,2014
155896,142051891.0,Monday,No,2014-11-24T16:00:00.000,OTHER LARCENY,"[-71.086655, 42.348466]",Point,06xx,11,LARCEN,0,D4,First,No,NEWBURY ST,Part One,Unarmed,767902.9271,,2952280.765,2014
192975,142051885.0,Monday,No,2014-11-24T13:00:00.000,OTHER LARCENY,"[-71.063873, 42.325436]",Point,06xx,11,LARCEN,0,C6,Day,No,ALLSTATE RD,Part One,Unarmed,774104.1328,,2943918.604,2014
199687,142052007.0,Monday,No,2014-11-24T22:00:00.000,OTHER LARCENY,"[-71.06305, 42.350871]",Point,06xx,11,ROBBER,0,A1,First,No,KNEELAND ST,Part One,Unarmed,774279.327,WASHINGTON ST,2953188.994,2014
216501,142052006.0,Monday,No,2014-11-24T22:03:00.000,OTHER LARCENY,"[-71.07705, 42.336481]",Point,06xx,11,ROBBER,0,D4,First,No,MASSACHUSETTS AV,Part One,Unarmed,770521.0048,WASHINGTON ST,2947925.937,2014
232913,142051747.0,Monday,No,2014-11-24T09:00:00.000,OTHER LARCENY,"[-71.08284, 42.309116]",Point,06xx,11,LARCEN,0,B2,Day,No,BLUE HILL AV,Part One,Unarmed,769004.3297,,2937945.957,2014
