,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
14287,140218829.0,Friday,No,2014-04-11T10:30:00.000,32GUN,"[-71.06939, 42.339506]",Point,32GUN,4,FDWEAP,0,D4,Day,No,HARRISON AV,Part three,Firearm,772586.4767,,2949038.664,2014
97968,140219440.0,Friday,No,2014-04-11T15:30:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,4,MISCRP,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
108120,140219486.0,Friday,No,2014-04-11T16:00:00.000,32GUN,"[-71.091325, 42.284861]",Point,32GUN,4,BUYBAK,465,B3,First,No,BLUE HILL AV,Part three,Unarmed,766751.5911,,2929095.955,2014
112591,140219160.0,Friday,No,2014-04-11T13:00:00.000,32GUN,"[-71.091325, 42.284861]",Point,32GUN,4,MISC  ,465,B3,Day,No,BLUE HILL AV,Part three,Firearm,766751.5911,,2929095.955,2014
144817,140219231.0,Friday,No,2014-04-11T13:30:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,4,MISC  ,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
153632,140219357.0,Friday,No,2014-04-11T14:45:00.000,32GUN,"[-71.05592, 42.376646]",Point,32GUN,4,FDPROP,41,A15,Day,No,VINE ST,Part three,Unarmed,776157.7262,,2962591.8660000004,2014
208496,140218888.0,Friday,No,2014-04-11T10:30:00.000,32GUN,"[-71.06939, 42.339506]",Point,32GUN,4,BUYBAK,167,D4,Day,No,HARRISON AV,Part three,Firearm,772586.4767,,2949038.664,2014
235938,140218884.0,Friday,No,2014-04-11T10:30:00.000,32GUN,"[-71.06939, 42.339506]",Point,32GUN,4,BUYBAK,0,D4,Day,No,HARRISON AV,Part three,Firearm,772586.4767,,2949038.664,2014
238537,140219226.0,Friday,No,2014-04-11T13:40:00.000,32GUN,"[-71.091325, 42.284861]",Point,32GUN,4,BUYBAK,465,B3,Day,No,BLUE HILL AV,Part three,Firearm,766751.5911,,2929095.955,2014
254012,140218887.0,Friday,No,2014-04-11T10:30:00.000,32GUN,"[-71.06939, 42.339506]",Point,32GUN,4,BUYBAK,167,D4,Day,No,HARRISON AV,Part three,Firearm,772586.4767,,2949038.664,2014
