,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
66926,130257584.0,Wednesday,No,2013-05-01T18:00:00.000,Service,"[-71.038605, 42.348716]",Point,Service,5,ABANBU,207,C6,First,No,NORTHERN AV,Part Three,Unarmed,780891.2712,,2952438.4710000004,2013
102530,130257477.0,Wednesday,No,2013-05-01T17:16:00.000,Service,"[-71.05518, 42.374421]",Point,Service,5,IVPER ,0,A15,First,No,1ST AV,Part Three,Unarmed,776361.9011,5TH AV,2961782.0710000005,2013
109896,130256624.0,Wednesday,No,2013-05-01T11:19:00.000,Service,"[-71.055655, 42.352681]",Point,Service,5,ARREST,173,A1,Day,No,SUMMER ST,Part Three,Unarmed,776274.825,,2953858.92,2013
120698,130257769.0,Wednesday,No,2013-05-01T19:15:00.000,Service,"[-71.093739, 42.334956]",Point,Service,5,IVPER ,911,B2,First,No,ANNUNCIATION RD,Part Three,Unarmed,766011.2668,,2947348.014,2013
125162,130257793.0,Wednesday,No,2013-05-01T19:28:00.000,Service,"[-71.09279, 42.335528]",Point,Service,5,IVPER ,911,B2,First,No,ANNUNCIATION RD,Part Three,Unarmed,766266.9936,,2947557.934,2013
173452,130257800.0,Wednesday,No,2013-05-01T19:31:00.000,Service,"[-71.09279, 42.335528]",Point,Service,5,IVPER ,911,B2,First,No,ANNUNCIATION RD,Part Three,Unarmed,766266.9936,,2947557.934,2013
185047,130256351.0,Wednesday,No,2013-05-01T07:30:00.000,Service,"[-71.06939, 42.339506]",Point,Service,5,IVPREM,167,D4,Day,No,HARRISON AV,Part Three,Unarmed,772586.4767,,2949038.664,2013
200757,130257873.0,Wednesday,No,2013-05-01T20:09:00.000,Service,"[-71.075838, 42.321323]",Point,Service,5,IVPER ,262,B2,First,No,WOODVILLE ST,Part Three,Unarmed,770875.9749,,2942403.608,2013
235851,130257416.0,Wednesday,No,2013-05-01T16:50:00.000,Service,"[-71.066095, 42.342071]",Point,Service,5,ARREST,164,D4,First,No,HARRISON AV,Part Three,Unarmed,773472.5498,SAVOY ST,2949977.9110000003,2013
248272,130256605.0,Wednesday,No,2013-05-01T11:09:00.000,Service,"[-71.133381, 42.285944]",Point,Service,5,ARREST,679,E5,Day,No,PINEHURST ST,Part three,Unarmed,755369.7759,,2929438.82,2013
264163,130590316.0,Wednesday,No,2013-05-01T00:00:00.000,Service,"[0, 0]",Point,Service,5,LARCRT,447,B3,Last,No,COLUMBIA RD,Part three,Unarmed,,MORRISSEY BL,,2013
