,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
9218,140197921.0,Wednesday,No,2014-04-02T09:33:00.000,MedAssist,"[-71.164783, 42.264684]",Point,MedAssist,4,ALARMM,715,E5,Day,No,VOGEL ST,Part three,Unarmed,746903.2256,,2921656.335,2014
25572,140197475.0,Wednesday,No,2014-04-02T01:45:00.000,MedAssist,"[-71.0883, 42.342946]",Point,MedAssist,4,IVPER ,619,D4,Last,No,SYMPHONY RD,Part three,Unarmed,767467.9634,,2950267.023,2014
25815,140198060.0,Wednesday,No,2014-04-02T10:45:00.000,MedAssist,"[-71.060271, 42.307553]",Point,MedAssist,4,UNCONS,347,C11,Day,No,EAST ST,Part three,Unarmed,775111.7335,,2937407.012,2014
53422,140199274.0,Wednesday,No,2014-04-02T20:27:00.000,MedAssist,"[-71.108089, 42.323474]",Point,MedAssist,4,EDP2  ,582,E13,First,No,CREIGHTON ST,Part three,Unarmed,762150.5458,,2943145.577,2014
54096,140199213.0,Wednesday,No,2014-04-02T18:46:00.000,MedAssist,"[-71.06289, 42.290811]",Point,MedAssist,4,IVPER ,365,C11,First,No,DORCHESTER AV,Part three,Other,774434.7385,,2931302.3660000004,2014
57354,140198238.0,Wednesday,No,2014-04-02T12:21:00.000,MedAssist,"[-71.09387, 42.316321]",Point,MedAssist,4,UNCONS,307,B2,Day,No,WESTMINSTER CT,Part three,Unarmed,766008.3491,,2940557.1789999995,2014
61013,140197834.0,Wednesday,No,2014-04-02T08:45:00.000,MedAssist,"[-71.06447, 42.314418]",Point,MedAssist,4,UNK   ,257,C11,Day,No,CUSHING AV,Part three,Unarmed,773963.22,,2939902.8880000003,2014
65136,140197441.0,Wednesday,No,2014-04-02T01:18:00.000,MedAssist,"[-71.078255, 42.311286]",Point,MedAssist,4,IVPER ,328,B2,Last,No,NORMANDY ST,Part three,Unarmed,770240.6048,,2938742.838,2014
65306,140197756.0,Wednesday,No,2014-04-02T08:04:00.000,MedAssist,"[-71.11504, 42.315826]",Point,MedAssist,4,IVPER ,641,E13,Day,No,GOODRICH RD,Part three,Unarmed,760283.5866,,2940350.2430000002,2014
67682,140198486.0,Wednesday,No,2014-04-02T14:31:00.000,MedAssist,"[-71.058228, 42.380058]",Point,MedAssist,4,EDP2  ,37,A15,Day,No,OLD IRONSIDES WY,Part three,Unarmed,775527.6205,,2963831.9760000003,2014
74765,140197822.0,Wednesday,No,2014-04-02T08:41:00.000,MedAssist,"[-71.15145, 42.258856]",Point,MedAssist,4,EDP2  ,822,E5,Day,No,EDGEMERE RD,Part three,Unarmed,750520.9845,,2919547.14,2014
82923,140197483.0,Wednesday,No,2014-04-02T01:50:00.000,MedAssist,"[-71.05977, 42.350101]",Point,MedAssist,4,IVPER ,173,A1,Last,No,KNEELAND ST,Part three,Unarmed,775167.3879999999,SURFACE RD,2952912.9510000004,2014
87402,140197995.0,Wednesday,No,2014-04-02T10:12:00.000,MedAssist,"[-71.06346, 42.377856]",Point,MedAssist,4,EDP2  ,55,A15,Day,No,ELM ST,Part three,Unarmed,774118.1709,,2963022.298,2014
121974,140198983.0,Wednesday,No,2014-04-02T18:07:00.000,MedAssist,"[-71.079765, 42.315061]",Point,MedAssist,4,STAB  ,311,B2,First,No,QUINCY ST,Part three,Unarmed,769825.4058,,2940116.494,2014
133118,140198654.0,Wednesday,No,2014-04-02T16:10:00.000,MedAssist,"[-71.093283, 42.316332]",Point,MedAssist,4,REQEP ,316,B2,First,No,WALNUT AV,Part three,Unarmed,766167.0440000001,,2940561.7989999996,2014
171960,140197341.0,Wednesday,No,2014-04-02T00:06:00.000,MedAssist,"[-71.064106, 42.28627]",Point,MedAssist,4,DK    ,402,C11,Last,No,DORCHESTER AV,Part three,Unarmed,774114.0393,,2929645.8060000003,2014
206806,140198393.0,Wednesday,No,2014-04-02T13:36:00.000,MedAssist,"[-71.084295, 42.300056]",Point,MedAssist,4,REQEP ,457,B3,Day,No,MCLELLAN ST,Part three,Unarmed,768626.8616,,2934642.43,2014
211408,140197623.0,Wednesday,No,2014-04-02T06:23:00.000,MedAssist,"[-71.059377, 42.352005]",Point,MedAssist,4,UNCONS,116,A1,Last,No,KINGSTON ST,Part three,Unarmed,775270.0134,,2953607.36,2014
215902,140198675.0,Wednesday,No,2014-04-02T16:00:00.000,MedAssist,"[-71.058945, 42.323216]",Point,MedAssist,4,DOGBIT,187,C6,First,No,HARVEST ST,Part three,Unarmed,775441.0593,,2943116.74,2014
222467,140199351.0,Wednesday,No,2014-04-02T20:57:00.000,MedAssist,"[-71.06683, 42.307751]",Point,MedAssist,4,ABIP  ,335,C11,First,No,COLEMAN ST,Part three,Other,773337.3565,,2937470.117,2014
228193,140197515.0,Wednesday,No,2014-04-02T02:26:00.000,MedAssist,"[-71.078425, 42.312846]",Point,MedAssist,4,IVPER ,326,B2,Last,No,LAWRENCE AV,Part three,Unarmed,770191.8168,,2939311.102,2014
238135,140197579.0,Wednesday,No,2014-04-02T04:54:00.000,MedAssist,"[-71.101595, 42.333071]",Point,MedAssist,4,UNK   ,602,B2,Last,No,TREMONT ST,Part three,Unarmed,763890.5575,,2946651.3189999997,2014
262164,140198870.0,Wednesday,No,2014-04-02T14:52:00.000,MedAssist,"[0, 0]",Point,MedAssist,4,INJOFF,178,C6,Day,No,MASSACHUSETTS AV,Part three,Unarmed,,PEIRSON ST,,2014
