,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
9852,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.052591, 42.356493]",Point,08xx,7,ARREST,109,A1,,No,HIGH ST,Part Two,Other,777096.0,,2960000.0,2015
24544,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.096834, 42.313887]",Point,08xx,7,NIDV,572,E13,,No,CLEAVES ST,Part Two,Personal Weapon (hand  foot  etc.),765211.0,,2940000.0,2015
29727,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.066363, 42.278399]",Point,08xx,7,IVPER,388,C11,,No,DORCHESTER AVE,Part Two,Other,773518.0,,2930000.0,2015
33526,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.061986, 42.326966]",Point,08xx,7,AB,186,C6,,No,ALLSTATE RD,Part Two,None,774612.0,,2940000.0,2015
92468,,Friday,No,2015-07-17T02:22:00.000,Simple Assault,"[0, 0]",Point,08xx,7,ARREST,109,A1,,No,BATTERYMARCH ST,Part Two,Other,,HIGH ST,,2015
107856,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.053225, 42.34139]",Point,08xx,7,AB,201,C6,,No,B ST,Part Two,Personal Weapon (hand  foot  etc.),776953.0,,2950000.0,2015
121366,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.093695, 42.273862]",Point,08xx,7,AB,472,B3,,No,BLUE HILL AVE,Part Two,None,766129.0,,2930000.0,2015
152104,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.06047, 42.299197]",Point,08xx,7,AB,351,C11,,No,DORCHESTER AVE,Part Two,None,775074.0,,2930000.0,2015
169534,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.061218, 42.296662]",Point,08xx,7,AB,355,C11,,No,DORCHESTER AVE,Part Two,None,774876.0,,2930000.0,2015
202513,,Friday,No,2015-07-17T00:00:00.000,Simple Assault,"[-71.08415, 42.308828]",Point,08xx,7,NIDV,320,B2,,No,CHENEY ST,Part Two,Personal Weapon (hand  foot  etc.),768650.0,,2940000.0,2015
