,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
28547,130548970.0,Friday,No,2013-08-30T07:00:00.000,DRUG CHARGES,"[-71.061235, 42.310371]",Point,18xx,8,IVDRUG,257,C11,Last,No,HANCOCK ST,Part Two,Unarmed,774845.858,,2938432.619,2013
32877,130549501.0,Friday,No,2013-08-30T18:15:00.000,DRUG CHARGES,"[-71.06287, 42.352321]",Point,18xx,8,IVPER ,117,A1,First,No,BOYLSTON ST,Part Two,Other,774325.2748,,2953717.652,2013
33691,130671536.0,Friday,No,2013-08-30T00:01:00.000,DRUG CHARGES,"[-71.050247, 42.338434]",Point,18xx,8,IVPER ,211,C6,Last,No,W BROADWAY,Part Two,Unarmed,777763.844,,2948674.624,2013
39481,130548374.0,Friday,No,2013-08-30T09:45:00.000,DRUG CHARGES,"[-71.0729, 42.333256]",Point,18xx,8,TRANSP,175,D4,Day,No,SOUTHAMPTON ST,Part Two,Unarmed,771648.9274,ALBANY ST,2946756.2810000004,2013
53397,130549054.0,Friday,No,2013-08-30T07:30:00.000,DRUG CHARGES,"[-71.05592, 42.376646]",Point,18xx,8,IVDRUG,41,A15,Day,No,VINE ST,Part Two,Unarmed,776157.7262,,2962591.8660000004,2013
73049,130547707.0,Friday,No,2013-08-30T00:59:00.000,DRUG CHARGES,"[-71.059732, 42.354044]",Point,18xx,8,ARREST,113,A1,Last,No,CHAUNCY ST,Part Two,Other,775170.2002,,2954349.82,2013
77763,130549716.0,Friday,No,2013-08-30T19:30:00.000,DRUG CHARGES,"[-71.03911, 42.375551]",Point,18xx,8,IVDRUG,28,A7,First,No,MERIDIAN ST,Part Two,Other,780701.9188,SARATOGA ST,2962216.92,2013
87145,130549615.0,Friday,No,2013-08-30T19:15:00.000,DRUG CHARGES,"[-71.06305, 42.290226]",Point,18xx,8,IVPER ,365,C11,First,No,DORCHESTER AV,Part Two,Other,774392.5401,,2931088.962,2013
87368,130549373.0,Friday,No,2013-08-30T15:20:00.000,DRUG CHARGES,"[-71.07257, 42.332816]",Point,18xx,8,INVEST,179,D4,Day,No,MASSACHUSETTS AV,Part Two,Unarmed,771738.9571,,2946596.385,2013
94316,130547781.0,Friday,No,2013-08-30T01:05:00.000,DRUG CHARGES,"[-71.1511, 42.259281]",Point,18xx,8,SSTOP ,822,E5,Last,No,WILLERS ST,Part Two,Unarmed,750615.0975,DESOTO RD,2919702.403,2013
99346,130720290.0,Friday,No,2013-08-30T08:00:00.000,DRUG CHARGES,"[-71.090956, 42.333723]",Point,18xx,8,IVDRUG,289,B2,Day,No,SCHROEDER PLAZA,Part Two,Unarmed,766765.8102,,2946902.542,2013
122746,130550124.0,Friday,No,2013-08-30T23:05:00.000,DRUG CHARGES,"[-71.102, 42.329571]",Point,18xx,8,TSTOP ,585,B2,First,No,CALUMET ST,Part Two,Other,763787.0027,HARLESTON ST,2945375.345,2013
129204,130549413.0,Friday,No,2013-08-30T17:49:00.000,DRUG CHARGES,"[-71.13904, 42.353781]",Point,18xx,8,IVDRUG,804,D14,First,No,N BEACON ST,Part Two,Unarmed,753734.0225,EVERETT ST,2954153.3819999998,2013
131570,130549003.0,Friday,No,2013-08-30T13:50:00.000,DRUG CHARGES,"[-71.063675, 42.352301]",Point,18xx,8,IVPER ,117,A1,Day,No,BOYLSTON ST,Part Two,Other,774107.7181,,2953709.249,2013
140221,130549692.0,Friday,No,2013-08-30T17:50:00.000,DRUG CHARGES,"[-71.063675, 42.352301]",Point,18xx,8,IVDRUG,117,A1,First,No,BOYLSTON ST,Part Two,Other,774107.7181,,2953709.249,2013
185343,130550017.0,Friday,No,2013-08-30T22:06:00.000,DRUG CHARGES,"[-71.097838, 42.329103]",Point,18xx,8,ARREST,586,B2,First,No,TERRACE ST,Part Two,Unarmed,764913.1752,,2945209.788,2013
204011,130548962.0,Friday,No,2013-08-30T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,8,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2013
222412,130548965.0,Friday,No,2013-08-30T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,8,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2013
251036,130549703.0,Friday,No,2013-08-30T18:30:00.000,DRUG CHARGES,"[-71.040345, 42.381666]",Point,18xx,8,IVDRUG,26,A7,First,No,BORDER ST,Part Two,Unarmed,780356.2099,,2964443.5510000004,2013
253191,130549191.0,Friday,No,2013-08-30T16:15:00.000,DRUG CHARGES,"[-71.04738, 42.331241]",Point,18xx,8,ARREST,915,C6,First,No,E 8TH ST,Part Two,Unarmed,778553.0253,OLD HARBOR ST,2946057.563,2013
255949,130548871.0,Friday,No,2013-08-30T13:50:00.000,DRUG CHARGES,"[-71.063675, 42.352301]",Point,18xx,8,IVPER ,0,A1,Day,No,BOYLSTON ST,Part Two,Other,774107.7181,,2953709.249,2013
