,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
27837,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.133632, 42.347483]",Point,Towed,7,IVMV,793,D14,,No,BRAINERD RD,Part Three,None,755206.0,,2950000.0,2015
32418,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.170589, 42.352144]",Point,Towed,7,IVMV,755,D14,,No,ATKINS ST,Part Three,None,745208.0,,2950000.0,2015
52050,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.077549, 42.344024]",Point,Towed,7,IVMV,149,D4,,No,COLUMBUS AVE,Part Three,None,770372.0,,2950000.0,2015
61957,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.072126, 42.346669]",Point,Towed,7,IVMV,151,D4,,No,CHANDLER ST,Part Three,None,771834.0,,2950000.0,2015
113920,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.078051, 42.348529]",Point,Towed,7,IVMV,130,D4,,No,HUNTINGTON AVE,Part Three,None,770229.0,,2950000.0,2015
132590,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.081744, 42.341534]",Point,Towed,7,IVMV,147,D4,,No,WELLINGTON ST,Part Three,None,769243.0,,2950000.0,2015
203271,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.056172, 42.365613]",Point,Towed,7,IVMV,85,A1,,No,PRINCE ST,Part Three,None,776110.0,,2960000.0,2015
208856,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.098806, 42.346538]",Point,Towed,7,IVMV,624,D4,,No,YAWKEY WAY,Part Three,None,764621.0,,2950000.0,2015
217075,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.102159, 42.34162]",Point,Towed,7,IVMV,614,B2,,No,FENWAY,Part Three,None,763723.0,,2950000.0,2015
226259,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.081034, 42.349997]",Point,Towed,7,IVMV,137,D4,,No,NEWBURY ST,Part Three,None,769419.0,,2950000.0,2015
236675,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.151223, 42.339185]",Point,Towed,7,IVMV,788,D14,,No,STRATHMORE RD,Part Three,None,750462.0,,2950000.0,2015
241891,,Saturday,No,2015-07-25T00:00:00.000,Towed,"[-71.096463, 42.350025]",Point,Towed,7,IVMV,622,D4,,No,BAY STATE RD,Part Three,None,765249.0,,2950000.0,2015
