,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
61223,142037507.0,Thursday,No,2014-10-09T14:00:00.000,InvProp,"[-71.04141, 42.331776]",Point,InvProp,10,IVPREM,0,C6,Day,No,H ST,Part three,Unarmed,780166.2201,,2946261.15,2014
67947,142037658.0,Thursday,No,2014-10-09T22:07:00.000,InvProp,"[-71.08744, 42.333399]",Point,InvProp,10,IVPREM,0,B2,First,No,CABOT ST,Part three,Unarmed,767717.2749,,2946788.916,2014
88409,142037593.0,Thursday,No,2014-10-09T17:36:00.000,InvProp,"[-71.069815, 42.282456]",Point,InvProp,10,BE,0,C11,First,No,FULLER ST,Part three,Unarmed,772576.4249,,2928248.165,2014
96242,142037517.0,Thursday,No,2014-10-09T14:56:00.000,InvProp,"[-71.113765, 42.299641]",Point,InvProp,10,BE,0,E13,Day,No,HYDE PARK AV,Part three,Unarmed,760655.1282,,2934453.72,2014
108084,142037665.0,Thursday,No,2014-10-09T22:17:00.000,InvProp,"[-71.074145, 42.309026]",Point,InvProp,10,ALARM,0,B2,First,No,COLUMBIA RD,Part three,Unarmed,771356.3824,,2937924.7819999997,2014
113974,142037619.0,Thursday,No,2014-10-09T19:30:00.000,InvProp,"[-71.05839, 42.307821]",Point,InvProp,10,LARCEN,0,C11,First,No,DORCHESTER AV,Part three,Unarmed,775620.1902,,2937507.3310000002,2014
116594,142037397.0,Thursday,No,2014-10-09T07:30:00.000,InvProp,"[-71.055631, 42.381676]",Point,InvProp,10,CD9,0,A15,Day,No,TERMINAL ST,Part three,Unarmed,776226.2569,,2964425.193,2014
180373,142037660.0,Thursday,No,2014-10-09T22:45:00.000,InvProp,"[-71.093739, 42.334956]",Point,InvProp,10,REQP,0,B2,First,No,ANNUNCIATION RD,Part three,Other,766011.2668,,2947348.014,2014
200494,142037522.0,Thursday,No,2014-10-09T14:40:00.000,InvProp,"[-71.054811, 42.30248]",Point,InvProp,10,ALARM,0,C11,Day,No,BEACH ST,Part three,Unarmed,776598.4238,,2935565.857,2014
208870,142037498.0,Thursday,No,2014-10-09T13:00:00.000,InvProp,"[-71.04785, 42.353841]",Point,InvProp,10,CD16,0,C6,Day,No,NORTHERN AV,Part three,Other,778382.2823,SLEEPER ST,2954292.732,2014
229891,142037327.0,Thursday,No,2014-10-09T00:03:00.000,InvProp,"[-71.08782, 42.295536]",Point,InvProp,10,SSA,0,B3,Last,No,BLUE HILL AV,Part three,Unarmed,767681.2152,,2932990.645,2014
254057,142039282.0,Thursday,No,2014-10-09T08:15:00.000,InvProp,"[-71.069815, 42.282456]",Point,InvProp,10,LARCEN,0,C11,Day,No,FULLER ST,Part three,Unarmed,772576.4249,,2928248.165,2014
264887,142037402.0,Thursday,No,2014-10-09T10:00:00.000,InvProp,"[0, 0]",Point,InvProp,10,CD9,0,A1,Day,No,1ST AV,Part three,Unarmed,,,,2014
