,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4333,130741240.0,Friday,No,2013-11-22T14:41:00.000,MVAcc,"[-71.10626, 42.335016]",Point,MVAcc,11,MVPED1,612,B2,Day,No,FRANCIS ST,Other,Unarmed,762625.9366,,2947354.255,2013
12121,130740527.0,Friday,No,2013-11-22T08:49:00.000,MVAcc,"[-71.0353, 42.333141]",Point,MVAcc,11,MVAINJ,230,C6,Day,No,L ST,Other,Unarmed,781815.5928,E 6TH ST,2946767.52,2013
23782,130740443.0,Friday,No,2013-11-22T08:10:00.000,MVAcc,"[-71.08174, 42.340581]",Point,MVAcc,11,MVAINJ,284,D4,Day,No,MASSACHUSETTS AV,Other,Unarmed,769245.6389,COLUMBUS AV,2949413.7989999996,2013
34888,130742091.0,Friday,No,2013-11-22T22:10:00.000,MVAcc,"[-71.06134, 42.345736]",Point,MVAcc,11,MVAINJ,162,D4,First,No,ALBANY ST,Other,Unarmed,774751.1791,,2951320.079,2013
54833,130740279.0,Friday,No,2013-11-22T05:33:00.000,MVAcc,"[-71.07527, 42.279671]",Point,MVAcc,11,MVA   ,416,B3,Last,No,MILTON AV,Other,Unarmed,771105.3517,WILMINGTON AV,2927225.872,2013
80194,130740962.0,Friday,No,2013-11-22T12:35:00.000,MVAcc,"[-71.11142, 42.330431]",Point,MVAcc,11,MVA   ,608,E13,Day,No,S HUNTINGTON AV,Other,Unarmed,761238.4013,,2945677.0,2013
94790,130740495.0,Friday,No,2013-11-22T07:46:00.000,MVAcc,"[-71.121407, 42.283265]",Point,MVAcc,11,REQP  ,612,E5,Day,No,BROWN AV,Other,Other,758614.1943,,2928476.515,2013
112456,130741983.0,Friday,No,2013-11-22T09:30:00.000,MVAcc,"[-71.012108, 42.393627]",Point,MVAcc,11,MVAINJ,15,A7,Day,No,MCCLELLAN HY,Other,Unarmed,787960.0487,,2968844.6410000003,2013
114420,130740328.0,Friday,No,2013-11-22T06:45:00.000,MVAcc,"[-71.10842, 42.273481]",Point,MVAcc,11,MVAINJ,478,E18,Last,No,CUMMINS HY,Other,Unarmed,762144.8691,LIVERMORE ST,2924927.222,2013
139330,130740236.0,Friday,No,2013-11-22T03:35:00.000,MVAcc,"[-71.0829, 42.316361]",Point,MVAcc,11,MVAINJ,313,B2,Last,No,WARREN ST,Other,Unarmed,768975.1904,QUINCY ST,2940586.0719999997,2013
190117,130740296.0,Friday,No,2013-11-22T06:00:00.000,MVAcc,"[-71.11102, 42.32948]",Point,MVAcc,11,MVA   ,608,E13,Last,No,S HUNTINGTON AV,Other,Unarmed,761347.9313,,2945330.7410000004,2013
201666,130741557.0,Friday,No,2013-11-22T17:13:00.000,MVAcc,"[-71.110205, 42.265226]",Point,MVAcc,11,MVAINJ,488,E18,First,No,WOOD AV,Other,Unarmed,761675.5225,,2921916.775,2013
206319,130740494.0,Friday,No,2013-11-22T08:36:00.000,MVAcc,"[-71.08284, 42.309116]",Point,MVAcc,11,MVAINJ,329,B2,Day,No,BLUE HILL AV,Other,Unarmed,769004.3297,,2937945.957,2013
212152,130740683.0,Friday,No,2013-11-22T10:22:00.000,MVAcc,"[-71.11142, 42.330431]",Point,MVAcc,11,MVA   ,608,E13,Day,No,S HUNTINGTON AV,Other,Other,761238.4013,CRAFTSON WY,2945677.0,2013
242053,130741304.0,Friday,No,2013-11-22T15:05:00.000,MVAcc,"[-71.08328, 42.283441]",Point,MVAcc,11,MVAINJ,417,B3,Day,No,NORFOLK ST,Other,Unarmed,768931.0263,NELSON ST,2928589.021,2013
