,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
16043,140252150.0,Friday,No,2014-04-25T16:47:00.000,MedAssist,"[-71.056415, 42.326841]",Point,MedAssist,4,AOD   ,914,C6,First,No,KEMP ST,Part three,Unarmed,776118.3673,,2944441.296,2014
16062,140252946.0,Friday,No,2014-04-25T23:42:00.000,MedAssist,"[-71.058675, 42.354781]",Point,MedAssist,4,EDP2  ,106,A1,First,No,ARCH ST,Part three,Other,775454.5556,,2954619.961,2014
36420,140252576.0,Friday,No,2014-04-25T20:06:00.000,MedAssist,"[-71.054425, 42.339351]",Point,MedAssist,4,EDP2  ,936,C6,First,No,DALESSIO CT,Part three,Unarmed,776632.6704,,2949002.96,2014
41909,140251970.0,Friday,No,2014-04-25T15:40:00.000,MedAssist,"[-71.07016, 42.383471]",Point,MedAssist,4,CARST ,47,A15,Day,No,SHORT ST,Part three,Unarmed,772297.5616,,2965059.33,2014
46895,140250743.0,Friday,No,2014-04-25T01:22:00.000,MedAssist,"[-71.061235, 42.310371]",Point,MedAssist,4,EDP2  ,257,C11,Last,No,HANCOCK ST,Part three,Other,774845.858,,2938432.619,2014
72891,140251919.0,Friday,No,2014-04-25T15:19:00.000,MedAssist,"[-71.06631, 42.345801]",Point,MedAssist,4,EDP2  ,161,D4,Day,No,SHAWMUT AV,Part three,Unarmed,773407.5132,,2951336.895,2014
73411,140251299.0,Friday,No,2014-04-25T10:16:00.000,MedAssist,"[-71.168939, 42.285683]",Point,MedAssist,4,IVPER ,743,E5,Day,No,TEMPLE ST,Part three,Unarmed,745748.5504,,2929304.4239999996,2014
121924,140252597.0,Friday,No,2014-04-25T20:46:00.000,MedAssist,"[-71.06537, 42.300926]",Point,MedAssist,4,EDP2  ,352,C11,First,No,LEROY ST,Part three,Unarmed,773744.9518,,2934984.9930000002,2014
129144,140252679.0,Friday,No,2014-04-25T20:51:00.000,MedAssist,"[-71.145283, 42.259656]",Point,MedAssist,4,EDP2  ,822,E5,First,No,W BOUNDARY RD,Part three,Unarmed,752188.9864,GEORGETOWNE DR,2919845.4469999997,2014
139468,140252753.0,Friday,No,2014-04-25T21:31:00.000,MedAssist,"[-71.09636, 42.343971]",Point,MedAssist,4,UNCONS,625,D4,First,No,PETERBOROUGH ST,Part three,Unarmed,765287.2269,,2950630.137,2014
141374,140250990.0,Friday,No,2014-04-25T07:22:00.000,MedAssist,"[-71.039152, 42.376741]",Point,MedAssist,4,EDP2  ,23,A7,Last,No,MERIDIAN ST,Part three,Unarmed,780688.0383,,2962650.535,2014
171198,140252636.0,Friday,No,2014-04-25T20:28:00.000,MedAssist,"[-71.065835, 42.317351]",Point,MedAssist,4,IVPER ,258,B2,First,No,DUDLEY ST,Part three,Unarmed,773588.6939,,2940969.876,2014
178358,140252396.0,Friday,No,2014-04-25T18:36:00.000,MedAssist,"[-71.122726, 42.289178]",Point,MedAssist,4,UNCONS,563,E5,First,No,STELLMAN RD,Part three,Unarmed,758247.5523,,2930629.9280000003,2014
194886,140260345.0,Friday,No,2014-04-25T08:00:00.000,MedAssist,"[-71.045565, 42.334096]",Point,MedAssist,4,MISCRP,220,C6,Day,No,PACIFIC ST,Part three,Unarmed,779038.2447,,2947100.584,2014
224156,140252254.0,Friday,No,2014-04-25T17:30:00.000,MedAssist,"[-71.121909, 42.320483]",Point,MedAssist,4,DROWN ,633,E13,First,No,PERKINS ST,Part three,Unarmed,758418.175,,2942038.8189999997,2014
230573,140251316.0,Friday,No,2014-04-25T10:45:00.000,MedAssist,"[-71.07533, 42.337671]",Point,MedAssist,4,SDNDTH,168,D4,Day,No,WASHINGTON ST,Part three,Unarmed,770983.8818,,2948361.905,2014
