,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
13392,130057005.0,Monday,No,2013-01-28T09:45:00.000,InvProp,"[-71.041225, 42.368566]",Point,InvProp,1,LARCRT,902,A7,Day,No,FATHER JACOBEE RD,Part three,Unarmed,780144.1312,,2959668.3660000004,2013
22413,130058198.0,Monday,No,2013-01-28T18:00:00.000,InvProp,"[-71.139125, 42.279651]",Point,InvProp,1,VANRPT,685,E5,First,No,BEECH ST,Part Three,Unarmed,753825.3407,,2927139.006,2013
52559,130057063.0,Monday,No,2013-01-28T10:02:00.000,InvProp,"[-71.129365, 42.284171]",Point,InvProp,1,REQP  ,560,E5,Day,No,KITTREDGE ST,Part Three,Unarmed,756459.3784,,2928797.4869999997,2013
61180,130057605.0,Monday,No,2013-01-28T14:34:00.000,InvProp,"[-71.112035, 42.251141]",Point,InvProp,1,BERPTA,513,E18,Day,No,MILTON AV,Part Three,Other,761203.5329999999,,2916781.762,2013
78795,130057349.0,Monday,No,2013-01-28T07:00:00.000,InvProp,"[-71.083504, 42.285373]",Point,InvProp,1,IVPER ,432,B3,Last,No,JACOB ST,Part Three,Other,768866.8293,,2929292.5,2013
188379,130057194.0,Monday,No,2013-01-28T11:14:00.000,InvProp,"[-71.07221, 42.290846]",Point,InvProp,1,IVPER ,437,B3,Day,No,SOUTHERN AV,Part Three,Unarmed,771913.003,,2931302.336,2013
198995,130058438.0,Monday,No,2013-01-28T21:40:00.000,InvProp,"[-71.07797, 42.289461]",Point,InvProp,1,IVPREM,437,B3,First,No,SOUTHERN AV,Part Three,Unarmed,770357.0432,,2930789.858,2013
205756,130056547.0,Monday,No,2013-01-28T01:02:00.000,InvProp,"[-71.0393, 42.348991]",Point,InvProp,1,ALARMC,207,C6,Last,No,NORTHERN AV,Part Three,Unarmed,780702.8591,D ST,2952537.67,2013
226876,130117584.0,Monday,No,2013-01-28T10:00:00.000,InvProp,"[-71.05588, 42.322506]",Point,InvProp,1,IVPER ,189,C6,Day,No,BUTTONWOOD ST,Part Three,Unarmed,776271.2627,,2942862.3030000003,2013
253837,130068711.0,Monday,No,2013-01-28T08:00:00.000,InvProp,"[-71.069785, 42.299366]",Point,InvProp,1,AOD   ,357,C11,Day,No,DAKOTA ST,Part Three,Unarmed,772553.4617,BOYD ST,2934410.452,2013
