,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
67018,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.089902, 42.309563]",Point,Towed,6,IVMV,318,B2,,No,BROOKLEDGE ST,Part Three,None,767093.0,,2940000.0,2015
68473,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.121168, 42.289069]",Point,Towed,6,IVMV,0,,,No,FAWNDALE,Part Three,None,758670.0,STELLMAN RD,2930000.0,2015
79329,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.135326, 42.347406]",Point,Towed,6,IVMV,793,D14,,No,WALBRIDGE ST,Part Three,None,754748.0,,2950000.0,2015
112324,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.101554, 42.322874]",Point,Towed,6,IVMV,912,E13,,No,CENTRE ST,Part Three,None,763919.0,,2940000.0,2015
148067,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.081034, 42.349997]",Point,Towed,6,IVMV,137,D4,,No,NEWBURY ST,Part Three,None,769419.0,,2950000.0,2015
183094,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.090556, 42.308789]",Point,Towed,6,IVMV,318,B2,,No,SEAVER ST,Part Three,None,766918.0,,2940000.0,2015
186776,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.085088, 42.315085]",Point,Towed,6,CD11,313,B2,,No,WYOMING ST,Part Three,None,768386.0,,2940000.0,2015
188716,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.034388, 42.33565]",Point,Towed,6,IVMV,222,C6,,No,E BROADWAY,Part Three,None,782057.0,,2950000.0,2015
219608,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.138475, 42.351742]",Point,Towed,6,IVMV,795,D14,,No,IMRIE RD,Part Three,None,753890.0,,2950000.0,2015
245684,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.079788, 42.352569]",Point,Towed,6,IVMV,135,D4,,No,MARLBOROUGH ST,Part Three,None,769752.0,,2950000.0,2015
255760,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.077487, 42.338983]",Point,Towed,6,IVMV,156,D4,,No,WORCESTER ST,Part Three,None,770398.0,,2950000.0,2015
260021,,Monday,No,2015-06-22T00:00:00.000,Towed,"[-71.044529, 42.352238]",Point,Towed,6,IVMV,207,C6,,No,NORTHERN AVE,Part Three,None,779283.0,,2950000.0,2015
