,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
38291,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.094571, 42.286874]",Point,Argue,7,DISTRB,466,B3,,No,ESTELLA ST,Part Three,None,765870.0,,2930000.0,2015
56187,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.053837, 42.315089]",Point,Argue,7,NIDV,249,C11,,No,SAXTON ST,Part Three,None,776838.0,,2940000.0,2015
71067,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.106519, 42.268818]",Point,Argue,7,LANTEN,478,E18,,No,MARIPOSA ST,Part Three,None,762667.0,,2920000.0,2015
75424,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.088852, 42.319337]",Point,Argue,7,NIDV,308,B2,,No,HAROLD ST,Part Three,None,767360.0,,2940000.0,2015
79938,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.054232, 42.295946]",Point,Argue,7,DISTRB,354,C11,,No,VICTORY RD,Part Three,None,776767.0,,2930000.0,2015
145839,,Monday,No,2015-07-13T23:35:00.000,Verbal Disputes,"[0, 0]",Point,Argue,7,NIDV,911,B2,,No,ANNUNCIATION RD,Part Three,None,,,,2015
164244,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.076186, 42.296734]",Point,Argue,7,IVPER,446,B3,,No,THANE ST,Part Three,None,770826.0,,2930000.0,2015
167363,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.060522, 42.289433]",Point,Argue,7,IVPER,366,C11,,No,EDWIN ST,Part Three,None,775078.0,,2930000.0,2015
212310,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.082503, 42.343481]",Point,Argue,7,IVPER,145,D4,,No,SAINT BOTOLPH ST,Part Three,None,769034.0,,2950000.0,2015
213809,,Monday,No,2015-07-13T00:00:00.000,Verbal Disputes,"[-71.092402, 42.276684]",Point,Argue,7,NIDV,427,B3,,No,NORFOLK ST,Part Three,None,766474.0,,2930000.0,2015
