,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
7992,120682171.0,Monday,No,2012-10-29T14:40:00.000,PropDam,"[-71.05484, 42.363456]",Point,PropDam,10,HAZ   ,91,A1,Day,No,HANOVER ST,Part Three,Unarmed,776474.6268,,2957786.685,2012
11922,120682174.0,Monday,No,2012-10-29T14:50:00.000,PropDam,"[-71.139555, 42.354201]",Point,PropDam,10,TREE  ,804,D14,Day,No,SINCLAIR RD,Part Three,Unarmed,753594.1722,,2954305.8510000003,2012
16413,120681737.0,Monday,No,2012-10-29T11:37:00.000,PropDam,"[-71.16396, 42.352251]",Point,PropDam,10,DWNPWR,758,D14,Day,No,FANEUIL ST,Part Three,Unarmed,747000.3990000001,MONTFERN AV,2953568.298,2012
24752,120682294.0,Monday,No,2012-10-29T15:41:00.000,PropDam,"[-71.11142, 42.330431]",Point,PropDam,10,DWNPWR,608,E13,Day,No,S HUNTINGTON AV,Part Three,Unarmed,761238.4013,,2945677.0,2012
34058,120682390.0,Monday,No,2012-10-29T16:10:00.000,PropDam,"[-71.047445, 42.285571]",Point,PropDam,10,DWNPWR,380,C11,First,No,MINOT ST,Part Three,Other,778623.7517,,2929414.6319999998,2012
37544,120682914.0,Monday,No,2012-10-29T18:47:00.000,PropDam,"[-71.05308, 42.315666]",Point,PropDam,10,MISC  ,246,C11,First,No,ROMSEY ST,Part Three,Unarmed,777041.5272,,2940373.653,2012
41353,120684019.0,Monday,No,2012-10-29T16:00:00.000,PropDam,"[-71.06253, 42.347961]",Point,PropDam,10,IVMV  ,124,A1,First,No,HARRISON AV,Part Three,Other,774425.3267,,2952129.2569999998,2012
45349,120682741.0,Monday,No,2012-10-29T18:59:00.000,PropDam,"[-71.100115, 42.341996]",Point,PropDam,10,TREE  ,626,D4,First,No,QUEENSBERRY ST,Part Three,Other,764275.4786,,2949905.628,2012
45397,120682703.0,Monday,No,2012-10-29T18:39:00.000,PropDam,"[-71.112854, 42.251321]",Point,PropDam,10,TREE  ,513,E18,First,No,RED PINE RD,Part Three,Unarmed,760981.2654,,2916846.3060000003,2012
47163,120683834.0,Monday,No,2012-10-29T00:00:00.000,PropDam,"[-71.092125, 42.285731]",Point,PropDam,10,PDRPT ,465,B3,Last,No,BAIRD ST,Part Three,Other,766533.603,,2929411.962,2012
49723,120689564.0,Monday,No,2012-10-29T16:30:00.000,PropDam,"[-71.031965, 42.366461]",Point,PropDam,10,IVPREM,33,A7,First,No,CASTLE CT,Part Three,Unarmed,782650.6964,,2958914.858,2012
51690,120682321.0,Monday,No,2012-10-29T15:40:00.000,PropDam,"[-71.145912, 42.345759]",Point,PropDam,10,TREE  ,785,D14,Day,No,WASHINGTON ST,Part Three,Unarmed,751888.5739,MONASTERY RD,2951222.079,2012
52508,120681794.0,Monday,No,2012-10-29T12:04:00.000,PropDam,"[-71.079248, 42.346159]",Point,PropDam,10,TREE  ,146,D4,Day,No,ST BOTOLPH ST,Part Three,Unarmed,769909.2311,,2951449.6119999997,2012
52588,120682696.0,Monday,No,2012-10-29T18:47:00.000,PropDam,"[-71.05308, 42.315666]",Point,PropDam,10,TREE  ,246,C11,First,No,ROMSEY ST,Part Three,Unarmed,777041.5272,,2940373.653,2012
60179,120682886.0,Monday,No,2012-10-29T20:31:00.000,PropDam,"[-71.14849, 42.339716]",Point,PropDam,10,DWNPWR,788,D14,First,No,SUTHERLAND RD,Part Three,Unarmed,751200.8322,,2949017.146,2012
65304,120719285.0,Monday,No,2012-10-29T15:00:00.000,PropDam,"[-71.085215, 42.283961]",Point,PropDam,10,IVPREM,429,B3,Day,No,MOUNTAIN AV,Part Three,Unarmed,768406.4992,,2928775.963,2012
68041,120682878.0,Monday,No,2012-10-29T20:24:00.000,PropDam,"[-71.141445, 42.351256]",Point,PropDam,10,TREE  ,783,D14,First,No,RIDGEMONT ST,Part Three,Other,753087.8235,,2953230.483,2012
71352,120682429.0,Monday,No,2012-10-29T16:22:00.000,PropDam,"[-71.069055, 42.337746]",Point,PropDam,10,TREE  ,167,D4,First,No,E CANTON ST,Part Three,Unarmed,772680.2889,,2948397.747,2012
79975,120682197.0,Monday,No,2012-10-29T15:29:00.000,PropDam,"[-71.10205, 42.311961]",Point,PropDam,10,HAZ   ,571,E13,Day,No,WASHINGTON ST,Part Three,Unarmed,763803.4218,,2938957.895,2012
