,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4994,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.055389, 42.318141]",Point,MVAcc,7,MVA,245,C11,,No,GRANT ST,Part Three,None,776412.0,,2940000.0,2015
41347,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.101442, 42.317124]",Point,MVAcc,7,MVA,577,E13,,No,SCHOOL ST,Part Three,None,763959.0,,2940000.0,2015
42110,,Sunday,No,2015-07-05T02:16:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,0,,,No,,Part Three,None,,BLUE HILL AVE,,2015
47478,,Sunday,No,2015-07-05T16:19:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,IVMV,793,D14,,No,ALLSTON ST,Part Three,None,,,,2015
53173,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.054835, 42.318941]",Point,MVAcc,7,MVA,245,C11,,No,CRESCENT AVE,Part Three,None,776560.0,,2940000.0,2015
95200,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.065541, 42.319478]",Point,MVAcc,7,MVA,238,B2,,No,GENE ST,Part Three,None,773664.0,,2940000.0,2015
104141,,Sunday,No,2015-07-05T02:39:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,208,C6,,No,E FIRST ST,Part Three,None,,SUMMER ST,,2015
105222,,Sunday,No,2015-07-05T14:28:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,234,C6,,No,COLUMBIA RD,Part Three,None,,K ST,,2015
106499,,Sunday,No,2015-07-05T12:34:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,0,,,No,,Part Three,None,,GENEVA AVE,,2015
111900,,Sunday,No,2015-07-05T02:52:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,0,,,No,,Part Three,None,,CUMMINS HWY,,2015
127875,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.054144, 42.318948]",Point,MVAcc,7,MVA,235,C11,,No,CRESCENT AVE,Part Three,None,776747.0,,2940000.0,2015
134466,,Sunday,No,2015-07-05T20:47:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,648,E13,,No,SAINT JOSEPH ST,Part Three,None,,SOUTH ST,,2015
145493,,Sunday,No,2015-07-05T10:26:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,124,A1,,No,JOHN F. FITZGERALD SURFACE RD,Part Three,None,,KNEELAND ST,,2015
146448,,Sunday,No,2015-07-05T22:46:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,239,B2,,No,COLUMBIA RD,Part Three,None,,HOLDEN ST,,2015
148341,,Sunday,No,2015-07-05T18:45:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,501,E18,,No,CUMMINS HWY,Part Three,None,, HYDE PARK AVE ,,2015
166566,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.056198, 42.363085]",Point,MVAcc,7,ADMRPT,84,A1,,No,SALEM ST,Part Three,None,776108.0,,2960000.0,2015
173263,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.077169, 42.328021]",Point,MVAcc,7,MVA,268,B2,,No,ADAMS ST,Part Three,None,770504.0,,2940000.0,2015
173400,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.058861, 42.292731]",Point,MVAcc,7,MVA,365,C11,,No,KING ST,Part Three,None,775521.0,,2930000.0,2015
173727,,Sunday,No,2015-07-05T21:00:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,402,C11,,No,ASHMONT ST,Part Three,None,,DORCHESTER AVE,,2015
191403,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.09498, 42.346604]",Point,MVAcc,7,MVA,624,D4,,No,IPSWICH ST,Part Three,None,765656.0,,2950000.0,2015
200442,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.170347, 42.351571]",Point,MVAcc,7,MVA,755,D14,,No,WASHINGTON ST,Part Three,None,745275.0,,2950000.0,2015
201023,,Sunday,No,2015-07-05T04:26:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,279,B2,,No,DUDLEY ST,Part Three,None,,HARRISON AVE,,2015
215758,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.076381, 42.334018]",Point,MVAcc,7,MVA,271,D4,,No,HARRISON AVE,Part Three,None,770706.0,,2950000.0,2015
218915,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.017706, 42.383567]",Point,MVAcc,7,TS,14,A7,,No,SARATOGA ST,Part Three,None,786469.0,,2970000.0,2015
219349,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.153195, 42.349721]",Point,MVAcc,7,MVA,778,D14,,No,MARKET ST,Part Three,None,749914.0,,2950000.0,2015
219664,,Sunday,No,2015-07-05T12:45:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,0,,,No,,Part Three,None,,GENEVA AVE,,2015
225077,,Sunday,No,2015-07-05T06:15:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,346,C11,,No,FOX ST,Part Three,None,,MOUNT IDA RD,,2015
233025,,Sunday,No,2015-07-05T00:00:00.000,Motor Vehicle Accident Response,"[-71.09957, 42.315728]",Point,MVAcc,7,MVA,577,E13,,No,BEETHOVEN ST,Part Three,None,764468.0,,2940000.0,2015
