,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
10717,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.041551, 42.369674]",Point,18xx,7,ARREST,27,A7,,No,SUMNER ST,Part Two,None,780054.0,,2960000.0,2015
26789,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.118328, 42.279696]",Point,18xx,7,IVPREM,501,E18,,No,CUMMINS HWY,Part Two,None,759453.0,,2930000.0,2015
34256,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.039291, 42.370818]",Point,18xx,7,IVPREM,28,A7,,No,PARIS ST,Part Two,None,780662.0,,2960000.0,2015
66669,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.077304, 42.306451]",Point,18xx,7,SS,337,C11,,No,COLUMBIA RD,Part Two,None,770506.0,,2940000.0,2015
92239,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.077408, 42.335805]",Point,18xx,7,ARREST,271,D4,,No,NORTHAMPTON ST,Part Two,None,770425.0,,2950000.0,2015
128325,,Monday,No,2015-07-20T17:45:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPER,173,A1,,No,ATLANTIC AVE,Part Two,None,,,,2015
149246,,Monday,No,2015-07-20T15:16:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVMV,563,E5,,No,FIRTH RD,Part Two,None,,WASHINGTON ST,,2015
155909,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.075824, 42.335621]",Point,18xx,7,IVPER,170,D4,,No,MASSACHUSETTS AVE,Part Two,None,770854.0,,2950000.0,2015
158590,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.056945, 42.329038]",Point,18xx,7,IVPER,191,C6,,No,DORCHESTER AVE,Part Two,None,775971.0,,2950000.0,2015
169113,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.076978, 42.338045]",Point,18xx,7,ARREST,170,D4,,No,SHAWMUT AVE,Part Two,None,770538.0,,2950000.0,2015
204033,,Monday,No,2015-07-20T09:07:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,0,,,No,,Part Two,None,,CANAL ST,,2015
222589,,Monday,No,2015-07-20T00:00:00.000,Drug Violation,"[-71.031845, 42.381962]",Point,18xx,7,SS,16,A7,,No,FALCON ST,Part Two,None,782652.0,,2960000.0,2015
226815,,Monday,No,2015-07-20T19:11:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,26,A7,,No,BORDER ST,Part Two,None,,WHITE ST,,2015
231599,,Monday,No,2015-07-20T08:57:00.000,Drug Violation,"[0, 0]",Point,18xx,7,INVEST,76,A1,,No,CANAL ST,Part Two,None,, CAUSEWAY ST ,,2015
