,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6098,120728662.0,Monday,No,2012-11-19T12:15:00.000,DRUG CHARGES,"[-71.171675, 42.278601]",Point,18xx,11,IVDRUG,729,E5,Day,No,VFW PY,Part Two,Unarmed,745018.3088,,2926720.784,2012
27991,120729248.0,Monday,No,2012-11-19T18:00:00.000,DRUG CHARGES,"[-71.05829, 42.323791]",Point,18xx,11,SSTOP ,187,C6,First,No,DORSET ST,Part Two,Other,775617.1042,,2943327.1980000003,2012
69287,120727469.0,Monday,No,2012-11-19T00:33:00.000,DRUG CHARGES,"[-71.0978, 42.315191]",Point,18xx,11,ARREST,572,E13,Last,No,COLUMBUS AV,Part Two,Other,764947.3948,WELD AV,2940140.3510000003,2012
82423,120729191.0,Monday,No,2012-11-19T18:50:00.000,DRUG CHARGES,"[-71.068529, 42.377114]",Point,18xx,11,INVEST,58,A15,First,No,DUNSTABLE ST,Part Two,Unarmed,772749.7668,,2962744.6810000003,2012
139027,120779836.0,Monday,No,2012-11-19T12:00:00.000,DRUG CHARGES,"[-71.130602, 42.286674]",Point,18xx,11,IVPER ,679,E5,Day,No,CORINTH ST,Part Two,Unarmed,756120.5107,,2929707.9639999997,2012
167387,120729354.0,Monday,No,2012-11-19T07:00:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,11,IVDRUG,282,B2,Last,No,WASHINGTON ST,Part Two,Unarmed,768218.0809,,2945064.255,2012
179783,120727587.0,Monday,No,2012-11-19T02:10:00.000,DRUG CHARGES,"[-71.08696, 42.281611]",Point,18xx,11,ARREST,428,B3,Last,No,NORFOLK ST,Part Two,Unarmed,767938.4574,MORTON ST,2927917.2989999996,2012
198959,120728497.0,Monday,No,2012-11-19T13:20:00.000,DRUG CHARGES,"[-71.05939, 42.316711]",Point,18xx,11,IVPER ,247,C11,Day,No,MAYFIELD ST,Part Two,Unarmed,775332.9618,PLEASANT ST,2940745.587,2012
232628,120728547.0,Monday,No,2012-11-19T07:30:00.000,DRUG CHARGES,"[-71.054711, 42.341305]",Point,18xx,11,IVDRUG,200,C6,Day,No,W BROADWAY,Part Two,Unarmed,776551.5679,,2949714.607,2012
233902,120730359.0,Monday,No,2012-11-19T11:10:00.000,DRUG CHARGES,"[-71.03511, 42.380531]",Point,18xx,11,INVEST,25,A7,Day,No,WHITE ST,Part Two,Unarmed,781772.8403,,2964037.6010000003,2012
