,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
22415,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.132542, 42.250601]",Point,OTHER,6,IVPER,540,E18,,No,CHARLES ST,Part Two,None,755652.0,,2920000.0,2015
53253,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.08997, 42.295157]",Point,OTHER,6,MVA,908,B3,,No,FERMOY HEIGHTS AVE,Part Two,None,767100.0,,2930000.0,2015
73330,,Saturday,No,2015-06-20T13:00:00.000,Other,"[0, 0]",Point,OTHER,6,IVPER,0,,,No,WINDSLOW,Part Two,None,,,,2015
96805,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.053714, 42.327469]",Point,OTHER,6,IVPER,914,C6,,No,GENERAL LAWRENCE J LOGAN WAY,Part Two,None,776847.0,,2940000.0,2015
104767,,Saturday,No,2015-06-20T08:35:00.000,Other,"[0, 0]",Point,OTHER,6,IVMV,100,A1,,No,BROAD ST,Part Two,None,,,,2015
107936,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.080437, 42.328509]",Point,OTHER,6,MVA,281,B2,,No,DUDLEY ST,Part Two,None,769619.0,,2950000.0,2015
140093,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.054953, 42.367345]",Point,OTHER,6,IVMV,81,A1,,No,CHARTER ST,Part Two,None,776437.0,,2960000.0,2015
173487,,Saturday,No,2015-06-20T21:05:00.000,Other,"[0, 0]",Point,OTHER,6,TS,563,E5,,No,FAWNDALE RD,Part Two,None,,WASHINGTON ST,,2015
175099,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.064423, 42.311362]",Point,OTHER,6,IVPER,334,C11,,No,HOWE ST,Part Two,None,773982.0,,2940000.0,2015
187623,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.075991, 42.308334]",Point,OTHER,6,IVPER,328,B2,,No,BRUNSWICK ST,Part Two,None,770858.0,,2940000.0,2015
203623,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.069409, 42.339542]",Point,OTHER,6,ADMRPT,165,D4,,No,HARRISON AVE,Part Two,None,772581.0,,2950000.0,2015
245613,,Saturday,No,2015-06-20T00:00:00.000,Other,"[-71.084296, 42.345778]",Point,OTHER,6,IVPER,143,D4,,No,DALTON ST,Part Two,None,768545.0,,2950000.0,2015
