,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
10216,140176030.0,Sunday,No,2014-03-23T09:35:00.000,MedAssist,"[-71.058834, 42.280298]",Point,MedAssist,3,UNK   ,379,C11,Day,No,ADAMS ST,Part three,Unarmed,775551.8973,,2927476.857,2014
48441,140176809.0,Sunday,No,2014-03-23T17:42:00.000,MedAssist,"[-71.052989, 42.300839]",Point,MedAssist,3,UNCONS,253,C11,First,No,ELM ST,Part three,Unarmed,777094.3365,,2934970.369,2014
62675,140176101.0,Sunday,No,2014-03-23T10:39:00.000,MedAssist,"[-71.13145, 42.349901]",Point,MedAssist,3,IVPER ,811,D14,Day,No,COMMONWEALTH AV,Part three,Unarmed,755791.6895,,2952748.2060000002,2014
91286,140175831.0,Sunday,No,2014-03-23T03:55:00.000,MedAssist,"[-71.12395, 42.256421]",Point,MedAssist,3,IVPER ,520,E18,Last,No,HYDE PARK AV,Part three,Other,757969.2324,,2918691.415,2014
101968,140177021.0,Sunday,No,2014-03-23T19:50:00.000,MedAssist,"[-71.038795, 42.379566]",Point,MedAssist,3,UNK   ,24,A7,First,No,MONMOUTH ST,Part three,Unarmed,780779.1214,MERIDIAN ST,2963680.5289999996,2014
171989,140175795.0,Sunday,No,2014-03-23T03:58:00.000,MedAssist,"[-71.084031, 42.307139]",Point,MedAssist,3,FIGHT ,330,B2,Last,No,BLUE HILL AV,Part three,Unarmed,768685.5334,,2937223.637,2014
193212,140175748.0,Sunday,No,2014-03-23T03:03:00.000,MedAssist,"[-71.100792, 42.330461]",Point,MedAssist,3,EDP2  ,586,B2,Last,No,CHEROKEE ST,Part three,Other,764112.0531,,2945700.892,2014
198440,140175690.0,Sunday,No,2014-03-23T02:28:00.000,MedAssist,"[-71.062525, 42.355916]",Point,MedAssist,3,IVPER ,111,A1,Last,No,TREMONT ST,Part three,Unarmed,774411.8094,,2955028.2169999997,2014
200965,140176419.0,Sunday,No,2014-03-23T14:00:00.000,MedAssist,"[-71.06155, 42.295526]",Point,MedAssist,3,EDP2  ,355,C11,Day,No,DORCHESTER AV,Part three,Unarmed,774788.4638,,2933022.44,2014
215886,140177468.0,Sunday,No,2014-03-23T17:00:00.000,MedAssist,"[-71.085618, 42.32866]",Point,MedAssist,3,INJOFF,282,B2,First,No,WASHINGTON ST,Part three,Unarmed,768218.0809,,2945064.255,2014
234804,140176862.0,Sunday,No,2014-03-23T18:16:00.000,MedAssist,"[-71.085618, 42.32866]",Point,MedAssist,3,EDP2  ,282,B2,First,No,WASHINGTON ST,Part three,Unarmed,768218.0809,,2945064.255,2014
242301,140177133.0,Sunday,No,2014-03-23T20:50:00.000,MedAssist,"[-71.129035, 42.354281]",Point,MedAssist,3,OVRDOS,800,D14,First,No,ASHFORD ST,Part three,Other,756437.556,,2954347.1980000003,2014
257951,140176116.0,Sunday,No,2014-03-23T10:48:00.000,MedAssist,"[-71.08228, 42.276562]",Point,MedAssist,3,REQEP ,943,B3,Day,No,WOODBOLE AV,Part three,Unarmed,769213.8122,,2926083.233,2014
