,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
2916,,Wednesday,No,2015-07-15T19:41:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVMV,60,A15,,No,CHELSEA ST,Part Two,None,, RUTHERFORD AVE ,,2015
15485,,Wednesday,No,2015-07-15T20:16:00.000,Drug Violation,"[0, 0]",Point,18xx,7,INVEST,780,D14,,No,FANEUIL ST,Part Two,None,,MARKET ST,,2015
35334,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.070853, 42.331521]",Point,18xx,7,IVPER,177,C6,,No,MASSACHUSETTS AVE,Part Two,None,772205.0,,2950000.0,2015
35335,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.070853, 42.331521]",Point,18xx,7,IVPER,177,C6,,No,MASSACHUSETTS AVE,Part Two,None,772205.0,,2950000.0,2015
57643,,Wednesday,No,2015-07-15T13:24:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,0,,,No,,Part Two,None,,E LENOX ST,,2015
66351,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.138421, 42.354542]",Point,18xx,7,I00015,803,D14,,No,CLEVEMONT AVE,Part Two,None,753900.0,,2950000.0,2015
84504,,Wednesday,No,2015-07-15T10:13:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,171,D4,,No, ALBANY ST ,Part Two,None,, MASSACHUSETTS AVE ,,2015
102462,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.057009, 42.3768]",Point,18xx,7,IVPER,41,A15,,No,BUNKER HILL ST,Part Two,None,775863.0,,2960000.0,2015
109972,,Wednesday,No,2015-07-15T20:18:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPREM,521,E18,,No,DANA AVE,Part Two,None,,EASTON AVE,,2015
114319,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.077896, 42.313414]",Point,18xx,7,CD11,326,B2,,No,FAYSTON ST,Part Two,None,770334.0,,2940000.0,2015
130557,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.083822, 42.328726]",Point,18xx,7,SS,280,B2,,No,DUDLEY ST,Part Two,None,768704.0,,2950000.0,2015
165919,,Wednesday,No,2015-07-15T17:09:00.000,Drug Violation,"[0, 0]",Point,18xx,7,TS,470,B3,,No,ALMONT ST,Part Two,None,,ITASCA ST,,2015
167896,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.067704, 42.273577]",Point,18xx,7,IVPREM,405,C11,,No,DORCHESTER AVE,Part Two,None,773164.0,,2930000.0,2015
198835,,Wednesday,No,2015-07-15T14:19:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,249,C11,,No,SAVIN HILL AVE,Part Two,None,,SYDNEY ST,,2015
211588,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.054679, 42.341288]",Point,18xx,7,IVPREM,200,C6,,No,W BROADWAY,Part Two,None,776560.0,,2950000.0,2015
218946,,Wednesday,No,2015-07-15T17:30:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPER,55,A15,,No,MAIN ST,Part Two,None,,SCHOOL ST,,2015
242542,,Wednesday,No,2015-07-15T09:21:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPER,186,C6,,No,ALLSTATE RD,Part Two,None,,,,2015
246338,,Wednesday,No,2015-07-15T00:00:00.000,Drug Violation,"[-71.076262, 42.31989]",Point,18xx,7,IVPREM,264,B2,,No,GAYLAND ST,Part Two,None,770764.0,,2940000.0,2015
