,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6912,,Tuesday,No,2015-07-07T00:00:00.000,Drug Violation,"[-71.062558, 42.350922]",Point,18xx,7,IVPREM,117,A1,,No,KNEELAND ST,Part Two,None,774412.0,,2950000.0,2015
8140,,Tuesday,No,2015-07-07T02:20:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,348,C11,,No,DORCHESTER AVE,Part Two,None,,ELLET ST,,2015
55753,,Tuesday,No,2015-07-07T00:00:00.000,Drug Violation,"[-71.073229, 42.333313]",Point,18xx,7,IVPREM,179,D4,,No,MASSACHUSETTS AVE,Part Two,None,771560.0,,2950000.0,2015
70889,,Tuesday,No,2015-07-07T17:00:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPREM,519,E18,,No,HYDE PARK AVE,Part Two,None,,,,2015
98143,,Tuesday,No,2015-07-07T00:00:00.000,Drug Violation,"[-71.057841, 42.378085]",Point,18xx,7,REQP,900,A15,,No,MCNULTY CT,Part Two,None,775636.0,,2960000.0,2015
101087,,Tuesday,No,2015-07-07T00:00:00.000,Drug Violation,"[-71.074364, 42.33556]",Point,18xx,7,IVPER,171,D4,,No,HARRISON AVE,Part Two,None,771249.0,,2950000.0,2015
128832,,Tuesday,No,2015-07-07T11:12:00.000,Drug Violation,"[0, 0]",Point,18xx,7,IVPREM,519,E18,,No,HYDE PARK AVE,Part Two,None,,,,2015
141518,,Tuesday,No,2015-07-07T00:00:00.000,Drug Violation,"[-71.072722, 42.341868]",Point,18xx,7,IVPER,159,D4,,No,W DEDHAM ST,Part Two,None,771681.0,,2950000.0,2015
143128,,Tuesday,No,2015-07-07T15:24:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,245,C11,,No,HARBOR VIEW ST,Part Two,None,,SYDNEY ST,,2015
213137,,Tuesday,No,2015-07-07T16:18:00.000,Drug Violation,"[0, 0]",Point,18xx,7,ARREST,153,D4,,No,TREMONT ST,Part Two,None,,,,2015
