,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6205,120574956.0,Thursday,No,2012-09-13T17:30:00.000,DRUG CHARGES,"[-71.123525, 42.245016]",Point,18xx,9,MVPED1,517,E18,First,No,TYLER ST,Part Two,Other,758102.6309999999,,2914535.798,2012
8456,120573869.0,Thursday,No,2012-09-13T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,9,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2012
30927,120574813.0,Thursday,No,2012-09-13T18:52:00.000,DRUG CHARGES,"[-71.066403, 42.343387]",Point,18xx,9,IVPER ,164,D4,First,No,WASHINGTON ST,Part Two,Other,773386.6818,,2950456.92,2012
41968,120573797.0,Thursday,No,2012-09-13T11:56:00.000,DRUG CHARGES,"[-71.061235, 42.310371]",Point,18xx,9,INVEST,257,C11,Day,No,HANCOCK ST,Part Two,Unarmed,774845.858,,2938432.619,2012
78125,120573512.0,Thursday,No,2012-09-13T10:23:00.000,DRUG CHARGES,"[-71.064885, 42.285551]",Point,18xx,9,ARREST,402,C11,Day,No,ASHMONT ST,Part Two,Unarmed,773904.7379,,2929382.789,2012
101481,120574611.0,Thursday,No,2012-09-13T17:40:00.000,DRUG CHARGES,"[-71.07097, 42.338281]",Point,18xx,9,ARREST,168,D4,First,No,HARRISON AV,Part Two,Other,772161.558,E BROOKLINE ST,2948590.099,2012
105658,120573870.0,Thursday,No,2012-09-13T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,9,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2012
108692,120574662.0,Thursday,No,2012-09-13T17:40:00.000,DRUG CHARGES,"[-71.054375, 42.327796]",Point,18xx,9,IVMV  ,186,C6,First,No,LOGAN WY,Part Two,Unarmed,776668.1887,,2944792.189,2012
133276,120574856.0,Thursday,No,2012-09-13T18:45:00.000,DRUG CHARGES,"[-71.068525, 42.356361]",Point,18xx,9,IVDRUG,70,A1,First,No,BEACON ST,Part Two,Other,772789.2644,,2955182.123,2012
148056,120574790.0,Thursday,No,2012-09-13T18:35:00.000,DRUG CHARGES,"[-71.06399, 42.286881]",Point,18xx,9,ARREST,393,C11,First,No,DORCHESTER AV,Part Two,Unarmed,774144.4365,DRACUT ST,2929868.6960000005,2012
151164,120573917.0,Thursday,No,2012-09-13T13:00:00.000,DRUG CHARGES,"[-71.085978, 42.296806]",Point,18xx,9,ARREST,444,B3,Day,No,ABBOT ST,Part Two,Unarmed,768177.1099,,2933455.566,2012
154443,120574192.0,Thursday,No,2012-09-13T14:30:00.000,DRUG CHARGES,"[-71.10697, 42.310471]",Point,18xx,9,IVMV  ,0,E13,Day,No,GREEN ST,Part Two,Other,762475.1843,AMORY ST,2938408.744,2012
186463,120574928.0,Thursday,No,2012-09-13T18:45:00.000,DRUG CHARGES,"[-71.065575, 42.342486]",Point,18xx,9,IVDRUG,164,D4,First,No,HARRISON AV,Part Two,Other,773612.3599,,2950129.86,2012
219288,120573294.0,Thursday,No,2012-09-13T08:30:00.000,DRUG CHARGES,"[-71.03511, 42.380531]",Point,18xx,9,IVDRUG,25,A7,Day,No,WHITE ST,Part Two,Unarmed,781772.8403,,2964037.6010000003,2012
224513,120576671.0,Thursday,No,2012-09-13T12:00:00.000,DRUG CHARGES,"[-71.059735, 42.297541]",Point,18xx,9,IVDRUG,355,C11,Day,No,GIBSON ST,Part Two,Unarmed,775275.7115,,2933759.268,2012
266172,120574156.0,Thursday,No,2012-09-13T14:25:00.000,DRUG CHARGES,"[0, 0]",Point,18xx,9,ARREST,256,C11,Day,No,MORRISSEY BL,Part Two,Other,,,,2012
