,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4733,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.07763, 42.311928]",Point,06MV,6,VAND,328,B2,,No,NORMANDY ST,Part One,None,770408.0,,2940000.0,2015
9913,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.082615, 42.326477]",Point,06MV,6,BE,281,B2,,No,WINTHROP ST,Part One,None,769034.0,,2940000.0,2015
37924,,Tuesday,No,2015-06-23T23:30:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,88,A1,,No,NORTH ST,Part One,None,, RICHMOND ST ,,2015
59008,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.073683, 42.319259]",Point,06MV,6,BE,261,B2,,No,DEAN ST,Part One,None,771463.0,,2940000.0,2015
61805,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.027688, 42.337451]",Point,06MV,6,BE,224,C6,,No,E SECOND ST,Part One,None,783865.0,FARRAGUT RD,2950000.0,2015
64137,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.068316, 42.321306]",Point,06MV,6,VAND,182,B2,,No,E COTTAGE ST,Part One,None,772910.0,,2940000.0,2015
83254,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.072875, 42.319245]",Point,06MV,6,VAND,260,B2,,No,HOWARD AVE,Part One,None,771681.0,,2940000.0,2015
90672,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.067295, 42.348981]",Point,06MV,6,,126,A1,,No,FAYETTE ST,Part One,None,773135.0,,2950000.0,2015
140150,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.08329, 42.328234]",Point,06MV,6,,282,B2,,No,WARREN ST,Part One,None,768849.0,,2940000.0,2015
141241,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.063071, 42.320229]",Point,06MV,6,VAND,237,B2,,No,ELDER ST,Part One,None,774331.0,,2940000.0,2015
149719,,Tuesday,No,2015-06-23T06:32:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,22,A7,,No,LONDON ST,Part One,None,,,,2015
174234,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.056962, 42.303388]",Point,06MV,6,,350,C11,,No,FENTON ST,Part One,None,776015.0,,2940000.0,2015
194816,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.091549, 42.312421]",Point,06MV,6,BE,316,B2,,No,HOMESTEAD ST,Part One,None,766643.0,,2940000.0,2015
203103,,Tuesday,No,2015-06-23T07:30:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,68,A1,,No,JOY ST,Part One,None,,SMITH CT,,2015
221586,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.045395, 42.331292]",Point,06MV,6,BE,219,C6,,No,E EIGHTH ST,Part One,None,779090.0,,2950000.0,2015
221846,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.083565, 42.350238]",Point,06MV,6,,137,D4,,No,COMMONWEALTH AVE,Part One,None,768735.0,,2950000.0,2015
232377,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.150844, 42.357578]",Point,06MV,6,,768,D14,,No,VINELAND ST,Part One,None,750538.0,,2960000.0,2015
246790,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.076863, 42.318388]",Point,06MV,6,BE,324,B2,,No,BROOKFORD ST,Part One,None,770604.0,,2940000.0,2015
252716,,Tuesday,No,2015-06-23T00:00:00.000,Larceny From Motor Vehicle,"[-71.056154, 42.381808]",Point,06MV,6,IVMV,37,A15,,No,TERMINAL ST,Part One,None,776085.0,,2960000.0,2015
