,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
10796,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.081667, 42.330482]",Point,InvPer,6,RAPE,276,B2,,No,WASHINGTON ST,Part Three,None,769283.0,,2950000.0,2015
13154,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.09665, 42.318527]",Point,InvPer,6,IVPER,304,B2,,No,NOTRE DAME ST,Part Three,None,765253.0,,2940000.0,2015
18155,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.08299, 42.310112]",Point,InvPer,6,DISTRB,321,B2,,No,WARREN ST,Part Three,None,768962.0,,2940000.0,2015
35339,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.077497, 42.342259]",Point,InvPer,6,IVPER,153,D4,,No,W NEWTON ST,Part Three,None,770390.0,,2950000.0,2015
62688,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.06134, 42.310434]",Point,InvPer,6,IVPER,257,C11,,No,HANCOCK ST,Part Three,None,774817.0,,2940000.0,2015
91194,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.062588, 42.311133]",Point,InvPer,6,IVPER,334,C11,,No,HANCOCK ST,Part Three,None,774478.0,,2940000.0,2015
93191,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.058608, 42.295147]",Point,InvPer,6,IVPER,364,C11,,No,LESLIE ST,Part Three,None,775585.0,,2930000.0,2015
113649,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.072395, 42.334288]",Point,InvPer,6,IVPER,172,D4,,No,ALBANY ST,Part Three,None,771783.0,,2950000.0,2015
147871,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.054245, 42.336486]",Point,InvPer,6,IVPER,936,C6,,No,W SEVENTH ST,Part Three,None,776687.0,,2950000.0,2015
167609,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.068207, 42.312123]",Point,InvPer,6,IVPER,332,C11,,No,BELLEVUE ST,Part Three,None,772957.0,,2940000.0,2015
234817,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.078208, 42.295128]",Point,InvPer,6,INVEST,447,B3,,No,NORWELL ST,Part Three,None,770282.0,,2930000.0,2015
240712,,Wednesday,No,2015-06-24T00:00:00.000,Investigate Person,"[-71.089338, 42.291056]",Point,InvPer,6,IVPER,464,B3,,No,BLUE HILL AVE,Part Three,None,767278.0,,2930000.0,2015
