,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
12169,130612554.0,Wednesday,No,2013-09-25T17:25:00.000,OTHER LARCENY,"[-71.08625, 42.336646]",Point,06xx,9,LARCRT,285,D4,First,No,CUNARD ST,Part One,Unarmed,768033.3028,,2947973.8660000004,2013
13474,130614219.0,Wednesday,No,2013-09-25T13:30:00.000,OTHER LARCENY,"[-71.06942, 42.362401]",Point,06xx,9,LARCRT,64,A1,Day,No,FRUIT ST,Part One,Unarmed,772536.2528,,2957381.922,2013
29646,130611918.0,Wednesday,No,2013-09-25T14:09:00.000,OTHER LARCENY,"[-71.062575, 42.352726]",Point,06xx,9,ARREST,111,A1,Day,No,WASHINGTON ST,Part One,Unarmed,774404.2569,ESSEX ST,2953865.65,2013
39280,130612848.0,Wednesday,No,2013-09-25T05:30:00.000,OTHER LARCENY,"[-71.110909, 42.323646]",Point,06xx,9,LARCRT,609,E13,Last,No,BYNNER ST,Part One,Unarmed,761387.7212,,2943204.7939999998,2013
40546,130612367.0,Wednesday,No,2013-09-25T17:00:00.000,OTHER LARCENY,"[-71.060845, 42.355056]",Point,06xx,9,SHPLFT,112,A1,First,No,WASHINGTON ST,Part One,Unarmed,774867.5053,,2954717.1489999997,2013
45624,130612659.0,Wednesday,No,2013-09-25T14:45:00.000,OTHER LARCENY,"[-71.05418, 42.359261]",Point,06xx,9,LARCRT,101,A1,Day,No,STATE ST,Part One,Unarmed,776660.9853,,2956258.877,2013
54865,130612289.0,Wednesday,No,2013-09-25T14:45:00.000,OTHER LARCENY,"[-71.060674, 42.360562]",Point,06xx,9,LSTPRP,72,A1,Day,No,CENTER PZ,Part One,Unarmed,774903.4055,,2956723.5960000004,2013
60807,130612316.0,Wednesday,No,2013-09-25T13:20:00.000,OTHER LARCENY,"[-71.05835, 42.357481]",Point,06xx,9,INVEST,82,A1,Day,No,WASHINGTON ST,Part One,Unarmed,775537.3061,,2955604.347,2013
67935,130614677.0,Wednesday,No,2013-09-25T13:00:00.000,OTHER LARCENY,"[-71.064905, 42.352371]",Point,06xx,9,LARCRT,119,A1,Day,No,BOYLSTON ST,Part One,Unarmed,773775.1158,,2953733.06,2013
71264,130612053.0,Wednesday,No,2013-09-25T13:46:00.000,OTHER LARCENY,"[-71.052245, 42.310601]",Point,06xx,9,LARCRT,250,C11,Day,No,SAVIN HILL AV,Part One,Unarmed,777277.0497,,2938529.0719999997,2013
72278,130613042.0,Wednesday,No,2013-09-25T09:30:00.000,OTHER LARCENY,"[-71.062305, 42.353091]",Point,06xx,9,ARREST,112,A1,Day,No,HAYWARD PL,Part One,Unarmed,774476.5556,,2953999.037,2013
72444,130612576.0,Wednesday,No,2013-09-25T17:25:00.000,OTHER LARCENY,"[-71.050313, 42.319287]",Point,06xx,9,TRANSP,250,C6,First,No,MORRISSEY BL,Part One,Unarmed,777782.6826,,2941696.88,2013
78512,130612399.0,Wednesday,No,2013-09-25T14:30:00.000,OTHER LARCENY,"[-71.060735, 42.298351]",Point,06xx,9,LARCRT,356,C11,Day,No,DORCHESTER AV,Part One,Unarmed,775003.6566,,2934053.046,2013
84968,130624365.0,Wednesday,No,2013-09-25T17:30:00.000,OTHER LARCENY,"[-71.073978, 42.333151]",Point,06xx,9,LARCRT,169,D4,First,No,ALBANY ST,Part One,Unarmed,771357.6081,,2946716.26,2013
86036,130613376.0,Wednesday,No,2013-09-25T00:30:00.000,OTHER LARCENY,"[-71.09908, 42.344211]",Point,06xx,9,LARCRT,627,D4,Last,No,BOYLSTON ST,Part One,Other,764551.4944,,2950714.1289999997,2013
101437,130612377.0,Wednesday,No,2013-09-25T16:15:00.000,OTHER LARCENY,"[-71.08284, 42.309116]",Point,06xx,9,SHPLFT,329,B2,First,No,BLUE HILL AV,Part One,Unarmed,769004.3297,,2937945.957,2013
101443,130612466.0,Wednesday,No,2013-09-25T16:00:00.000,OTHER LARCENY,"[-71.05781, 42.358881]",Point,06xx,9,INVEST,77,A1,First,No,WASHINGTON MALL,Part One,Unarmed,775680.6126,,2956115.29,2013
101678,130612511.0,Wednesday,No,2013-09-25T17:15:00.000,OTHER LARCENY,"[-71.093205, 42.348056]",Point,06xx,9,LARCIP,134,D4,First,No,NEWBURY ST,Part One,Unarmed,766133.0477,,2952122.8389999997,2013
108138,130612879.0,Wednesday,No,2013-09-25T19:48:00.000,OTHER LARCENY,"[-71.0879, 42.348121]",Point,06xx,9,LARCIP,141,D4,First,No,NEWBURY ST,Part One,Unarmed,767566.9878,,2952153.41,2013
110267,130614946.0,Wednesday,No,2013-09-25T17:20:00.000,OTHER LARCENY,"[-71.06122, 42.365521]",Point,06xx,9,LARCRT,61,A1,First,No,CAUSEWAY ST,Part One,Unarmed,774746.5282,CANAL ST,2958530.278,2013
116590,130614392.0,Wednesday,No,2013-09-25T12:00:00.000,OTHER LARCENY,"[-71.072105, 42.343416]",Point,06xx,9,LARCRT,159,D4,Day,No,UNION PARK,Part One,Unarmed,771845.3083,,2950459.845,2013
120138,130612778.0,Wednesday,No,2013-09-25T18:35:00.000,OTHER LARCENY,"[-71.061745, 42.356021]",Point,06xx,9,LARCRT,102,A1,First,No,WINTER ST,Part One,Knife,774622.4376,,2955067.563,2013
132300,130612556.0,Wednesday,No,2013-09-25T16:51:00.000,OTHER LARCENY,"[-71.09824, 42.345381]",Point,06xx,9,LARCRT,624,D4,First,No,VAN NESS ST,Part One,Other,764776.5712,YAWKEY WY,2951141.566,2013
132967,130612318.0,Wednesday,No,2013-09-25T15:40:00.000,OTHER LARCENY,"[-71.037275, 42.375496]",Point,06xx,9,LARCRT,23,A7,Day,No,BENNINGTON ST,Part One,Unarmed,781197.8470000001,,2962199.565,2013
