,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
33618,130761292.0,Monday,No,2013-12-02T19:45:00.000,InvPer,"[-71.069245, 42.344491]",Point,InvPer,12,IVPER ,167,D4,First,No,DWIGHT ST,Part three,Unarmed,772616.5062,,2950855.488,2013
38971,130761380.0,Monday,No,2013-12-02T21:58:00.000,InvPer,"[-71.12926, 42.234511]",Point,InvPer,12,SUSPER,526,E18,First,No,STANBRO ST,Part three,Unarmed,756566.4481,,2910700.849,2013
80490,130760887.0,Monday,No,2013-12-02T18:00:00.000,InvPer,"[-71.14381, 42.344226]",Point,InvPer,12,TRESPS,785,D14,First,No,WASHINGTON ST,Part three,Unarmed,752459.245,,2950665.9280000003,2013
90819,130760530.0,Monday,No,2013-12-02T16:33:00.000,InvPer,"[-71.078884, 42.326353]",Point,InvPer,12,VANRPT,281,B2,First,No,MT PLEASANT AV,Part three,Other,770043.1344,,2944232.482,2013
99807,130760639.0,Monday,No,2013-12-02T16:33:00.000,InvPer,"[-71.150489, 42.338608]",Point,InvPer,12,IVPER ,789,D14,First,No,CHISWICK RD,Part three,Unarmed,750661.9271,,2948610.9669999997,2013
122743,130764642.0,Monday,No,2013-12-02T14:00:00.000,InvPer,"[-71.1034, 42.310621]",Point,InvPer,12,THREAT,574,E13,Day,No,WASHINGTON ST,Part three,Unarmed,763440.5511,,2938467.876,2013
133576,130761320.0,Monday,No,2013-12-02T21:26:00.000,InvPer,"[-71.070311, 42.310124]",Point,InvPer,12,NIDV  ,333,C11,First,No,MT EVERETT ST,Part three,Unarmed,772391.3521,,2938329.9689999996,2013
203375,130762136.0,Monday,No,2013-12-02T09:45:00.000,InvPer,"[-71.072343, 42.289956]",Point,InvPer,12,HARPT ,292,B3,Day,No,NORFOLK ST,Part three,Unarmed,771878.4608,,2930977.686,2013
228447,130760179.0,Monday,No,2013-12-02T13:02:00.000,InvPer,"[-71.08174, 42.340581]",Point,InvPer,12,MVPED1,284,D4,Day,No,COLUMBUS AV,Part three,Unarmed,769245.6389,MASSACHUSETTS AV,2949413.7989999996,2013
253832,130760547.0,Monday,No,2013-12-02T15:58:00.000,InvPer,"[-71.08042, 42.296381]",Point,InvPer,12,FDCHLD,444,B3,Day,No,HARVARD ST,Part three,Unarmed,769681.7387,GLENWAY ST,2933308.338,2013
