,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
36668,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.080077, 42.3109]",Point,InvPer,7,AB,326,B2,,No,BRUNSWICK ST,Part Three,None,769748.0,,2940000.0,2015
61238,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.127617, 42.255192]",Point,InvPer,7,IVPER,543,E18,,No,RIVER ST,Part Three,None,756978.0,,2920000.0,2015
68006,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.078863, 42.326358]",Point,InvPer,7,IVPER,267,B2,,No,MOUNT PLEASANT AVE,Part Three,None,770049.0,,2940000.0,2015
68488,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.07801, 42.384873]",Point,InvPer,7,ALARM,50,A15,,No,CALDWELL ST,Part Three,None,770174.0,,2970000.0,2015
80272,,Monday,No,2015-07-13T16:23:00.000,Investigate Person,"[0, 0]",Point,InvPer,7,NIDV,257,B2,,No,BIRD ST,Part Three,None,,HANCOCK ST,,2015
83049,,Monday,No,2015-07-13T14:19:00.000,Investigate Person,"[0, 0]",Point,InvPer,7,IVPER,614,B2,,No,BROOKLINE AVE,Part Three,None,,,,2015
108851,,Monday,No,2015-07-13T06:47:00.000,Investigate Person,"[0, 0]",Point,InvPer,7,IVPER,328,B2,,No,LAWRENCE AVE,Part Three,None,,,,2015
113540,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.017463, 42.384922]",Point,InvPer,7,IVPER,12,A7,,No,WORDSWORTH ST,Part Three,None,786531.0,,2970000.0,2015
128237,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.092184, 42.286313]",Point,InvPer,7,PERGUN,465,B3,,No,HAVELOCK ST,Part Three,None,766516.0,,2930000.0,2015
132993,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.061327, 42.362607]",Point,InvPer,7,ADMRPT,74,A1,,No,NEW CHARDON ST,Part Three,None,774723.0,,2960000.0,2015
156446,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.117316, 42.259402]",Point,InvPer,7,NIDV,494,E18,,No,RIVER ST,Part Three,None,759760.0,,2920000.0,2015
156812,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.100879, 42.324694]",Point,InvPer,7,PERGUN,912,E13,,No,PARKER ST,Part Three,None,764098.0,,2940000.0,2015
184742,,Monday,No,2015-07-13T06:47:00.000,Investigate Person,"[0, 0]",Point,InvPer,7,IVPER,0,,,No,,Part Three,None,,CAMBRIDGE ST,,2015
186143,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.084577, 42.28539]",Point,InvPer,7,IVPER,432,B3,,No,MASCOT ST,Part Three,None,768576.0,,2930000.0,2015
191648,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.156763, 42.339998]",Point,InvPer,7,DISTRB,773,D14,,No,SOUTH ST,Part Three,None,748964.0,,2950000.0,2015
194612,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.097223, 42.282811]",Point,InvPer,7,DVIP,467,B3,,No,GILMER ST,Part Three,None,765159.0,,2930000.0,2015
195072,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.056776, 42.281358]",Point,InvPer,7,IVPER,389,C11,,No,GRANVILLE ST,Part Three,None,776107.0,,2930000.0,2015
208366,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.067319, 42.318911]",Point,InvPer,7,IVPER,238,B2,,No,HUMPHREYS ST,Part Three,None,773184.0,,2940000.0,2015
217984,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.053056, 42.327905]",Point,InvPer,7,IVPER,914,C6,,No,COLONEL MICHAEL J. MCDONOUGH WAY,Part Three,None,777025.0,,2940000.0,2015
220875,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.085634, 42.328663]",Point,InvPer,7,IVPER,178,B2,,No,POMPEII ST,Part Three,None,768214.0,,2950000.0,2015
226416,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.108312, 42.335098]",Point,InvPer,7,IVPER,611,B2,,No,VINING ST,Part Three,None,762071.0,,2950000.0,2015
233332,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.131671, 42.272255]",Point,InvPer,7,IVPER,548,E18,,No,POPLAR ST,Part Three,None,755854.0,,2920000.0,2015
239014,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.0676, 42.304067]",Point,InvPer,7,IVPER,341,C11,,No,SPEEDWELL ST,Part Three,None,773136.0,,2940000.0,2015
242631,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.057716, 42.298072]",Point,InvPer,7,IVPER,355,C11,,No,GIBSON ST,Part Three,None,775821.0,,2930000.0,2015
254417,,Monday,No,2015-07-13T00:00:00.000,Investigate Person,"[-71.070608, 42.285312]",Point,InvPer,7,IVPER,400,C11,,No,ASHMONT ST,Part Three,None,772356.0,,2930000.0,2015
