,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4289,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.076261, 42.350379]",Point,MVAcc,7,MVA,134,D4,,No,BOYLSTON ST,Part Three,None,770709.0,,2950000.0,2015
7666,,Tuesday,No,2015-07-14T01:07:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,157,D4,,No,SAN JUAN ST,Part Three,None,,,,2015
42251,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.061908, 42.287418]",Point,MVAcc,7,MVA,393,C11,,No,DRACUT ST,Part Three,None,774707.0,,2930000.0,2015
42568,,Tuesday,No,2015-07-14T14:34:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,291,B2,,No,CEDAR ST,Part Three,None,,COLUMBUS AVE,,2015
42734,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.108484, 42.333263]",Point,MVAcc,7,MVA,605,B2,,No,HUNTINGTON AVE,Part Three,None,762027.0,,2950000.0,2015
48779,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.150647, 42.343944]",Point,MVAcc,7,MVA,776,D14,,No,MELTON RD,Part Three,None,750611.0,,2950000.0,2015
49501,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.109716, 42.261948]",Point,MVAcc,7,IVPER,493,E18,,No,RIVER ST,Part Three,None,761813.0,,2920000.0,2015
93095,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.152747, 42.355553]",Point,MVAcc,7,MVA,939,D14,,No,FANEUIL ST,Part Three,None,750026.0,,2950000.0,2015
103279,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.035983, 42.330082]",Point,MVAcc,7,MVA,234,C6,,No,TICKNOR ST,Part Three,None,781637.0,,2950000.0,2015
110813,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.097412, 42.278159]",Point,MVAcc,7,MVA,469,B3,,No,ITASCA ST,Part Three,None,765116.0,,2930000.0,2015
119128,,Tuesday,No,2015-07-14T13:30:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,598,D4,,No,BOYLSTON ST,Part Three,None,, MASSACHUSETTS AVE ,,2015
131483,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.062624, 42.350826]",Point,MVAcc,7,ADMRPT,123,A1,,No,KNEELAND ST,Part Three,None,774395.0,,2950000.0,2015
139242,,Tuesday,No,2015-07-14T18:40:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,501,E18,,No,AMERICAN LEGION HWY,Part Three,None,, CUMMINS HWY ,,2015
162732,,Tuesday,No,2015-07-14T07:39:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,541,E18,,No,RIVER ST,Part Three,None,,,,2015
162959,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.132519, 42.24423]",Point,MVAcc,7,PROP,533,E18,,No,WESTINGHOUSE PLZ,Part Three,None,755668.0,,2910000.0,2015
169990,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.072048, 42.300968]",Point,MVAcc,7,MVA,344,C11,,No,BOWDOIN ST,Part Three,None,771938.0,,2930000.0,2015
171440,,Tuesday,No,2015-07-14T04:49:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,482,E18,,No,EDGEWATER DR,Part Three,None,,TESLA ST,,2015
192307,,Tuesday,No,2015-07-14T16:50:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,IVPER,439,B3,,No,FLOYD ST,Part Three,None,,LUCERNE ST,,2015
203790,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.075663, 42.309847]",Point,MVAcc,7,MVA,328,B2,,No,INTERVALE ST,Part Three,None,770944.0,,2940000.0,2015
205096,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.09297, 42.276738]",Point,MVAcc,7,MVA,427,B3,,No,BABSON ST,Part Three,None,766321.0,,2930000.0,2015
229523,,Tuesday,No,2015-07-14T00:00:00.000,Motor Vehicle Accident Response,"[-71.068401, 42.38225]",Point,MVAcc,7,MVA,47,A15,,No,SAINT MARTIN ST,Part Three,None,772775.0,,2960000.0,2015
244832,,Tuesday,No,2015-07-14T08:53:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,572,E13,,No,BEETHOVEN ST,Part Three,None,,WASHINGTON ST,,2015
253955,,Tuesday,No,2015-07-14T15:45:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,566,B2,,No,BLUE HILL AVE,Part Three,None,,FRANKLIN PARK RD,,2015
255904,,Tuesday,No,2015-07-14T19:10:00.000,Motor Vehicle Accident Response,"[0, 0]",Point,MVAcc,7,MVA,807,D14,,No,EVERETT ST,Part Three,None,, WESTERN AVE ,,2015
