,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
12102,130355638.0,Tuesday,No,2013-06-04T12:00:00.000,Service,"[-71.0864, 42.342781]",Point,Service,6,INVEST,619,D4,Day,No,ST STEPHEN ST,Part three,Other,767981.9056,,2950209.376,2013
68168,130337232.0,Tuesday,No,2013-06-04T11:14:00.000,Service,"[-71.09091, 42.291256]",Point,Service,6,CD11  ,464,B3,Day,No,HARVARD ST,Part Three,Unarmed,766852.5135,,2931426.917,2013
101114,130337840.0,Tuesday,No,2013-06-04T15:19:00.000,Service,"[-71.088555, 42.293241]",Point,Service,6,CD11  ,0,B3,Day,No,BLUE HILL AV,Part three,Unarmed,767486.3984,,2932153.353,2013
106777,130337197.0,Tuesday,No,2013-06-04T10:57:00.000,Service,"[-71.13018, 42.353837]",Point,Service,6,ARREST,801,D14,Day,No,LINDEN ST,Part three,Unarmed,756128.6789,,2954183.881,2013
107601,130337791.0,Tuesday,No,2013-06-04T15:00:00.000,Service,"[-71.132126, 42.357911]",Point,Service,6,IVPER ,815,D14,Day,No,ALCOTT ST,Part three,Unarmed,755596.1167,,2955666.271,2013
111995,130336777.0,Tuesday,No,2013-06-04T07:30:00.000,Service,"[-71.09423, 42.267471]",Point,Service,6,IVPER ,426,B3,Day,No,RIVER ST,Part Three,Unarmed,765995.6708,CUMMINS HY,2922755.048,2013
135746,130337083.0,Tuesday,No,2013-06-04T10:00:00.000,Service,"[-71.06939, 42.339506]",Point,Service,6,IVPREM,167,D4,Day,No,HARRISON AV,Part three,Unarmed,772586.4767,,2949038.664,2013
139653,130337002.0,Tuesday,No,2013-06-04T09:10:00.000,Service,"[-71.089375, 42.290791]",Point,Service,6,ARREST,464,B3,Day,No,BLUE HILL AV,Part Three,Unarmed,767268.8409999999,,2931259.4669999997,2013
169086,130336758.0,Tuesday,No,2013-06-04T07:48:00.000,Service,"[-71.077575, 42.281456]",Point,Service,6,INVEST,422,B3,Day,No,SELDEN ST,Part three,Unarmed,770478.3638,,2927873.256,2013
196801,130337284.0,Tuesday,No,2013-06-04T11:35:00.000,Service,"[-71.058756, 42.36273]",Point,Service,6,ARREST,77,A1,Day,No,CONGRESS ST,Part three,Unarmed,775417.5164,,2957516.3419999997,2013
